Date,SPY
2016-01-07,195.10250091552734
2016-01-08,193.63500213623047
2016-01-11,192.0875015258789
2016-01-12,193.2925033569336
2016-01-13,191.63000106811523
2016-01-14,190.5999984741211
2016-01-15,187.2150001525879
2016-01-19,188.58250045776367
2016-01-20,184.79999923706055
2016-01-21,186.60250091552734
2016-01-22,189.98500061035156
2016-01-25,188.77999877929688
2016-01-26,189.29249954223633
2016-01-27,189.08250045776367
2016-01-28,189.10750198364258
2016-01-29,191.87500381469727
2016-02-01,193.14999771118164
2016-02-02,190.90750122070312
2016-02-03,190.39750289916992
2016-02-04,191.2550048828125
2016-02-05,189.45249938964844
2016-02-08,185.0275001525879
2016-02-09,184.7324981689453
2016-02-10,186.2849998474121
2016-02-11,182.5974998474121
2016-02-12,185.5500030517578
2016-02-16,188.99750137329102
2016-02-17,192.09250259399414
2016-02-18,192.56999969482422
2016-02-19,191.4499969482422
2016-02-22,194.34749603271484
2016-02-23,193.2050018310547
2016-02-24,191.67000198364258
2016-02-25,194.4124984741211
2016-02-26,195.80999755859375
2016-02-29,194.55749893188477
2016-03-01,196.44499969482422
2016-03-02,198.26250076293945
2016-03-03,199.11999893188477
2016-03-04,200.20499801635742
2016-03-07,200.0625
2016-03-08,198.9625015258789
2016-03-09,199.23999786376953
2016-03-10,199.4875030517578
2016-03-11,201.58749771118164
2016-03-14,202.36750030517578
2016-03-15,201.7775001525879
2016-03-16,202.5775032043457
2016-03-17,203.96750259399414
2016-03-18,204.28250122070312
2016-03-21,204.37000274658203
2016-03-22,204.27999877929688
2016-03-23,203.66500091552734
2016-03-24,202.50500106811523
2016-03-28,203.35500335693362
2016-03-29,203.88249588012695
2016-03-30,206.19499969482422
2016-03-31,205.79250335693357
2016-04-01,205.5974998474121
2016-04-04,206.51000213623047
2016-04-05,204.75249862670898
2016-04-06,205.27000045776367
2016-04-07,204.43499755859375
2016-04-08,204.88999938964844
2016-04-11,204.81250381469727
2016-04-12,205.02249908447266
2016-04-13,207.48500061035156
2016-04-14,208.07000350952148
2016-04-15,207.83999633789062
2016-04-18,208.32500076293945
2016-04-19,209.69499969482422
2016-04-20,210.0900001525879
2016-04-21,209.49749755859375
2016-04-22,208.68000030517578
2016-04-25,208.26749801635742
2016-04-26,208.95999908447266
2016-04-27,208.92000198364258
2016-04-28,208.15750122070312
2016-04-29,206.3025016784668
2016-05-02,207.36999893188477
2016-05-03,206.19000244140625
2016-05-04,205.06750106811523
2016-05-05,205.24499893188477
2016-05-06,204.85750198364258
2016-05-09,205.80500030517578
2016-05-10,207.56999969482422
2016-05-11,207.36249923706055
2016-05-12,206.67749786376953
2016-05-13,205.5525016784668
2016-05-16,205.99250030517578
2016-05-17,205.58500289916992
2016-05-18,204.82000350952148
2016-05-19,203.8949966430664
2016-05-20,205.34250259399414
2016-05-23,205.38750076293948
2016-05-24,207.10499954223633
2016-05-25,208.89749908447266
2016-05-26,209.3650016784668
2016-05-27,209.87250137329102
2016-05-31,210.06749725341797
2016-06-01,209.68999862670898
2016-06-02,210.22000122070312
2016-06-03,210.02000045776367
2016-06-06,211.08250045776367
2016-06-07,211.7624969482422
2016-06-08,212.10499954223633
2016-06-09,211.75
2016-06-10,210.2050018310547
2016-06-13,209.13249969482422
2016-06-14,207.92499923706055
2016-06-15,208.1699981689453
2016-06-16,207.56999969482422
2016-06-17,206.6599998474121
2016-06-20,208.50750350952148
2016-06-21,208.36000061035156
2016-06-22,208.5449981689453
2016-06-23,210.18999862670896
2016-06-24,205.11000442504883
