,ARE,AMT,AVB,BXP,CPT,CBRE,CCI,DLR,EQIX,EQR,ESS,EXR,FRT,PEAK,HST,INVH,IRM,KIM,MAA,PLD,PSA,O,REG,SBAC,SPG,UDR,VTR,VICI,WELL,WY
2002-04-04,44.29750061035156,4.5274999141693115,50.30000019073486,39.23500061035156,38.75,0.0,5.815000057220459,0.0,31.919999599456787,29.40250015258789,52.447500228881836,0.0,26.012499809265137,18.6976318359375,11.441507577896118,0.0,12.62066125869751,16.243749618530273,25.924999713897705,27.515000343322754,37.54749870300292,16.10222864151001,28.6274995803833,2.685000002384186,30.6264009475708,15.942499876022339,14.46557068824768,0.0,28.71250009536743,61.21249961853027
2002-04-05,44.69999980926514,4.442499995231628,50.1875,39.55000019073486,39.40749931335449,0.0,5.860000014305115,0.0,31.839999198913574,29.625,52.70750045776367,0.0,26.670000076293945,18.983378887176514,11.480665445327759,0.0,12.65865683555603,16.30500030517578,26.179999828338623,27.797500133514404,37.63499927520752,16.030765533447266,28.725000381469727,2.9675000309944153,30.805068492889404,16.045000314712524,14.545506238937378,0.0,29.070000171661377,61.46000099182129
2002-04-08,45.02000045776367,4.152500033378601,50.454999923706055,39.734999656677246,39.927499771118164,0.0,5.652500033378601,0.0,29.360000610351562,29.86750030517578,53.062500953674316,0.0,27.03749990463257,19.168943881988525,11.453744411468506,0.0,12.742862939834595,16.387500286102295,26.24250030517578,27.9375,37.61750030517578,16.004117727279663,28.96500015258789,2.777500033378601,30.888600826263428,16.22249984741211,14.622587680816652,0.0,29.21500015258789,61.540000915527344
2002-04-09,45.59999942779541,4.275000095367432,50.922499656677246,40.11750030517578,40.38499927520752,0.0,5.7825000286102295,0.0,30.399999618530273,30.167500019073486,53.21249961853027,0.0,27.164999961853027,19.32377052307129,11.5761137008667,0.0,12.720271110534668,16.397500038146973,26.37249994277954,28.375,37.82500076293945,16.25847864151001,29.024999618530277,2.787499964237213,31.24361515045166,16.362500190734863,14.659701108932495,0.0,29.687500476837158,60.997501373291016
2002-04-10,46.1825008392334,4.230000019073486,51.63249969482422,40.9325008392334,40.890000343322754,0.0,5.747500061988831,0.0,29.27999973297119,30.549999713897705,53.63000011444092,0.0,27.635000228881836,19.532104015350342,11.681350708007812,0.0,12.649414539337158,16.476250171661377,26.830000400543213,29.1274995803833,38.352500915527344,16.48498010635376,29.187499523162845,2.674999952316284,31.42460346221924,16.19249963760376,14.828137159347534,0.0,30.052499771118164,61.71749973297119
2002-04-11,46.25999927520752,4.037499964237213,51.937499046325684,40.84250068664551,40.71000003814697,0.0,5.435000061988831,0.0,28.080000400543213,30.522500038146973,53.69250011444092,0.0,27.769999980926514,19.64139413833618,11.725403785705566,0.0,12.714109659194946,16.551249980926514,26.942500114440918,28.964999675750732,38.607500076293945,16.516472816467285,29.35999965667725,2.4950000047683716,31.41068172454834,16.25499963760376,15.042251586914062,0.0,30.43499994277954,62.1299991607666
2002-04-12,46.402499198913574,4.267500042915344,52.27500057220459,41.17499923706055,41.0600004196167,0.0,5.615000009536743,0.0,27.600000381469727,30.687499523162845,54.21750068664551,0.0,28.12750005722046,19.796220779418945,11.696034908294678,0.0,12.69870638847351,16.662500381469727,27.179999828338623,28.97499990463257,38.80000019073486,16.644864082336426,29.489999771118164,2.4825000166893005,31.665920734405518,16.464999675750732,15.136462211608887,0.0,31.15999984741211,60.81999969482422
2002-04-15,46.18499946594238,4.482499957084656,52.04249954223633,41.21000003814697,41.11999988555908,0.0,5.955000042915344,0.0,25.999999523162842,30.454999923706055,54.73250102996826,0.0,28.237500190734863,19.813296794891357,11.659324407577515,0.0,12.703840970993042,16.575000286102295,27.164999961853027,28.78000020980835,38.982500076293945,16.623061656951904,29.5600004196167,2.502499997615814,31.52669906616211,16.424999713897705,15.139317035675049,0.0,30.982499599456787,60.22749996185303
2002-04-16,45.55000019073486,4.957499861717224,51.23500061035156,40.61249923706055,40.74499988555908,0.0,6.517499923706055,0.0,25.59999942779541,29.954999923706055,53.9375,0.0,27.987500190734863,19.30100202560425,11.583455562591553,0.0,12.850688219070435,16.571249961853027,27.0649995803833,28.77750015258789,38.734999656677246,16.443799018859863,29.639999866485596,2.762499988079071,31.475651741027832,16.3100004196167,15.327737808227539,0.0,29.582500457763672,60.83250045776367
2002-04-17,45.21000099182129,5.324999928474426,50.33750057220459,39.78750038146973,40.03750038146973,0.0,7.005000114440918,0.0,23.4399995803833,29.575000286102295,53.48749923706055,0.0,27.505000114440918,18.423269748687744,11.465981245040894,0.0,12.780858516693115,16.37874984741211,26.839999675750732,28.267499923706055,38.250000953674316,15.98231554031372,29.510000228881836,3.1800000071525574,31.201849460601807,15.915000438690186,15.322028160095215,0.0,28.707499980926514,61.80749988555908
2002-04-18,45.06750011444092,5.392500042915344,49.65999984741211,39.44250011444092,39.95750045776367,0.0,6.879999995231628,0.0,25.200000286102295,29.649999618530273,53.2475004196167,0.0,27.545000076293945,18.558743476867676,11.588350534439087,0.0,12.800369501113892,16.382500171661377,26.84500026702881,28.145000457763672,38.03000068664551,15.866036891937256,29.5,3.1725000143051147,31.07422971725464,15.762500047683716,15.376270532608032,0.0,28.485000133514404,61.829999923706055
2002-04-19,45.357500076293945,5.435000061988831,49.83749961853027,39.27000045776367,39.75749969482422,0.0,6.952499985694885,0.0,27.119999885559082,29.6424994468689,53.14999961853027,0.0,27.49749994277954,18.526866912841793,11.58590316772461,0.0,12.897925376892088,16.357500076293945,26.105000019073486,28.242499828338623,38.109999656677246,15.932655096054077,29.392499446868896,3.2150000929832463,30.99533748626709,15.782500267028809,15.34201192855835,0.0,28.642500400543213,61.882500648498535
2002-04-22,44.66749954223633,4.9075000286102295,49.77499961853027,38.79500102996826,39.14999961853027,0.0,6.649999976158142,0.0,24.71999979019165,29.1899995803833,52.35000133514404,0.0,27.157499313354492,18.368624687194824,11.404796600341797,0.0,12.841445684432983,16.168749809265137,26.017500400543213,28.045000076293945,37.945000648498535,15.811530828475952,29.2475004196167,2.875,30.802748203277588,15.632499933242798,15.350576400756836,0.0,28.082500457763672,60.67250061035156
2002-04-23,44.28249931335449,4.950000166893005,47.90499973297119,38.222500801086426,38.36249923706055,0.0,6.679999947547913,0.0,23.760000228881836,28.59000015258789,51.69000053405762,0.0,26.749999523162842,18.327641487121582,11.419481039047241,0.0,12.925651788711548,15.976250171661377,25.90999984741211,27.70750045776367,37.695000648498535,15.885416030883789,29.054999828338623,2.8924999833106995,30.51270341873169,15.394999980926514,15.339157104492188,0.0,27.99500036239624,59.60249996185303
2002-04-24,44.19000053405762,5.087499976158142,47.562500953674316,38.390000343322754,38.57250118255615,0.0,6.824999928474426,0.0,24.15999984741211,28.292500495910645,51.3774995803833,0.0,26.65999984741211,18.469944953918457,11.453744649887085,0.0,12.916409969329834,16.022500038146973,25.882500171661377,27.884999752044674,37.72000026702881,15.769137620925903,29.02750015258789,3.1424999833106995,30.54982900619507,15.65250015258789,15.28491473197937,0.0,28.357500076293945,59.36750030517578
2002-04-25,44.202500343322754,4.877500057220459,47.73500061035156,38.867499351501465,38.91249942779541,0.0,6.822499990463257,0.0,22.479999542236328,28.222500324249268,52.499999046325684,0.0,26.767499923706055,18.637295246124268,11.610377073287964,0.0,12.790100574493408,15.924999713897705,25.84499979019165,28.070000171661377,37.83250045776367,15.896317720413208,29.192500114440918,3.1949999928474426,30.515023708343506,16.06500005722046,15.327737808227539,0.0,28.517499923706055,58.9399995803833
2002-04-26,44.25749969482422,4.8424999713897705,47.53999996185303,38.679999351501465,38.99499988555908,0.0,6.759999990463257,0.0,20.71999979019165,28.244999885559082,52.23250102996826,0.0,26.862499713897705,18.57240390777588,11.671561479568481,0.0,12.859930276870728,15.93875002861023,25.71750020980835,28.05750036239624,37.66750144958496,15.931443452835083,29.15000009536743,3.1799999475479126,30.723855018615723,16.13249969482422,15.330592632293701,0.0,27.90000009536743,59.1850004196167
2002-04-29,44.17750072479248,4.787499904632568,47.28999996185303,38.31750011444092,39.02999973297119,0.0,6.745000004768372,0.0,18.320000171661377,28.174999713897705,51.91999912261963,0.0,26.785000324249268,18.604280471801758,11.600587606430054,0.0,12.787019968032837,15.829999923706055,26.022500038146973,27.96500015258789,37.382500648498535,15.841812133789062,29.084999561309814,2.924999952316284,30.955891132354736,16.082499980926514,15.390544652938843,0.0,27.69249963760376,58.204999923706055
2002-04-30,44.95000076293945,4.887499809265137,47.51499938964844,38.78749942779541,39.44999980926514,0.0,7.03000020980835,0.0,18.080000400543213,28.15500020980835,52.1200008392334,0.0,26.800000190734863,18.61111068725586,11.615272045135498,0.0,12.668925762176514,15.887499570846558,26.519999980926514,27.96500015258789,37.53999996185303,16.15310049057007,29.272500038146973,2.867500066757202,31.238974571228027,16.425000190734863,15.353431463241577,0.0,27.84250020980835,58.87750053405762
2002-05-01,45.614999771118164,5.272500038146973,46.47500038146973,39.09749984741211,39.48749923706055,0.0,7.040000081062317,0.0,18.320000171661377,28.53749990463257,52.11250019073486,0.0,27.012499809265137,18.60655689239502,11.735193729400635,0.0,12.973916292190552,16.107499837875366,26.625,28.204999923706055,38.16250038146973,16.32751989364624,29.61750030517578,2.8674999475479126,31.359633445739746,16.62999963760376,15.38769006729126,0.0,28.114999771118164,59.42250061035156
2002-05-02,45.84249973297119,5.054999947547913,47.03750038146973,39.484999656677246,39.2475004196167,0.0,6.352499961853027,0.0,18.639999866485596,28.94000005722046,52.66249942779541,0.0,27.177499771118164,18.457422256469727,11.698482990264893,0.0,13.149517297744751,16.276249885559082,26.257500171661377,28.552499294281006,38.70750045776367,16.499515533447266,30.019999980926514,2.8674999475479126,31.751773834228516,16.62249994277954,15.410528421401978,0.0,28.28000020980835,60.88000011444092
2002-05-03,46.11250019073486,4.867500066757202,47.08500099182129,39.93499946594238,38.78750038146973,0.0,6.057500004768372,0.0,18.55999994277954,29.079999923706055,52.697500228881836,0.0,26.99749994277954,18.549635410308838,11.620166540145874,0.0,13.054015398025513,16.203750133514404,26.260000228881836,28.832499980926514,38.86500072479248,16.550387382507324,30.179999828338623,2.612500011920929,31.72857093811035,16.55500030517578,15.367705821990967,0.0,28.9375,62.140000343322754
2002-05-06,46.49250030517578,4.867500066757202,47.065001487731934,39.8849983215332,38.42500019073486,0.0,5.96999990940094,0.0,18.960000038146973,28.97000026702881,52.62249946594238,0.0,26.89750051498413,18.5815110206604,11.463534355163574,0.0,13.018073797225952,16.168750286102295,26.34749984741211,28.87000036239624,38.795000076293945,16.45106554031372,30.15499973297119,2.5524999499320984,31.74945306777954,16.585000038146973,15.293479204177856,0.0,29.182499885559082,63.7475004196167
2002-05-07,46.192501068115234,4.730000019073486,46.77500057220459,39.74250030517578,37.91250038146973,0.0,5.664999961853027,0.0,18.15999984741211,28.62000036239624,52.260000228881836,0.0,26.702500343322754,18.499544620513916,11.414586544036865,0.0,12.85992980003357,16.02874994277954,26.130000114440918,28.59250020980835,38.53249931335449,16.32025146484375,29.97499990463257,2.334999978542328,31.43620538711548,16.50250005722046,15.110768556594849,0.0,29.02750015258789,64.44999885559082
2002-05-08,45.46000099182129,4.865000009536743,46.640000343322754,39.53999996185303,37.74749851226806,0.0,5.767499923706055,0.0,17.520000457763672,28.5625,51.97749900817871,0.0,26.667500019073486,18.368625164031982,11.41213917732239,0.0,12.90408706665039,16.076249837875366,26.09999990463257,28.374999523162845,38.21500015258789,16.19428277015686,29.924999713897705,2.5,31.359633445739746,16.384999752044678,15.08221960067749,0.0,28.442500114440918,64.82750129699707
2002-05-09,44.375000953674316,4.615000009536743,46.39750003814697,39.27499866485595,37.42250061035156,0.0,5.297500133514404,0.0,17.039999961853027,28.21250009536743,51.739999771118164,0.0,26.537499904632572,18.383423805236816,11.231032609939575,0.0,13.139248132705688,15.998749732971191,25.857499599456787,28.105000019073486,37.93499946594238,16.165213584899902,29.089999675750732,2.362500011920929,31.176325798034668,16.152499675750732,14.771040201187134,0.0,27.71250009536743,64.7350025177002
2002-05-10,43.857500076293945,4.192499935626984,46.28999996185303,39.1924991607666,37.032501220703125,0.0,4.625,0.0,16.480000019073486,28.167500019073486,50.832499504089355,0.0,26.21750020980835,18.353825092315674,11.064610719680786,0.0,13.082768440246582,15.890000104904175,25.794999599456787,27.975000381469727,36.5600004196167,16.122819423675537,28.682499885559082,2.17249995470047,31.011579990386963,15.934999942779541,14.833847522735596,0.0,27.69000005722046,64.30250072479248
2002-05-13,44.46749973297119,4.1075000166893005,46.135000228881836,39.297499656677246,37.00250053405762,0.0,4.590000033378601,0.0,15.679999828338623,28.31749963760376,50.71249961853027,0.0,26.027499675750732,18.320810317993164,11.086637020111084,0.0,13.14438271522522,15.875000238418579,25.7475004196167,27.894999980926514,36.40749931335449,16.02470898628235,28.72499990463257,2.122500002384186,31.13919973373413,15.869999885559082,15.193559169769287,0.0,27.53249979019165,64.53249931335449
2002-05-14,44.880001068115234,4.2200000286102295,46.18499946594238,39.5600004196167,37.09000015258789,0.0,4.745000004768372,0.0,15.119999885559082,28.542500019073486,50.692501068115234,0.0,26.02500057220459,18.37431669235229,11.172295808792114,0.0,13.232696533203125,15.956249713897705,25.78499984741211,27.83750009536743,35.922499656677246,16.101016998291016,28.84499979019165,2.1524999737739563,31.227373123168945,15.802499771118164,15.29633378982544,0.0,27.600000381469727,66.8025016784668
2002-05-15,44.90500068664551,4.0424999594688416,46.61249923706055,39.882500648498535,37.35249996185303,0.0,4.799999952316284,0.0,15.28000020980835,29.027499675750732,51.14750003814697,0.0,26.232499599456787,18.564435482025146,11.39256000518799,0.0,13.369274854660034,15.970000267028809,25.77500009536743,28.085000038146973,35.78750038146973,16.334787368774414,29.192500114440918,2.084999978542328,30.85611629486084,15.832499980926514,15.176430225372314,0.0,27.757500171661377,67.29750061035156
2002-05-16,44.687500953674316,3.850000023841858,46.38750076293945,39.892499923706055,37.17250061035156,0.0,4.707499980926514,0.0,16.239999532699585,29.082499504089355,50.71500110626221,0.0,26.177499771118164,18.553050994873047,11.421928644180298,0.0,13.470938682556152,15.87625002861023,25.750000476837158,28.195000171661377,35.78750038146973,16.312984466552734,29.330000400543213,2.059999942779541,30.78418493270874,15.822500228881836,15.039397239685059,0.0,27.8725004196167,66.93499946594238
2002-05-17,44.45249938964844,3.9149999618530273,46.23500061035156,40.21750068664551,37.14750003814697,0.0,4.712499976158142,0.0,15.759999990463257,29.102500438690186,50.39999961853027,0.0,26.047500133514404,18.512067794799805,11.424376010894775,0.0,13.353871583938599,15.726250171661377,25.884999752044678,28.172500133514404,35.78999996185303,16.223352432250977,29.329999446868896,2.0450000166893005,30.612478733062744,15.667499780654907,14.96802544593811,0.0,27.894999980926514,66.22749900817871
2002-05-20,44.59249973297119,3.9825000166893005,46.15250015258789,40.327500343322754,37.267499923706055,0.0,4.759999990463257,0.0,16.079999685287476,28.96000051498413,50.417500495910645,0.0,26.024999618530273,18.452868938446045,11.267743349075317,0.0,13.271718978881836,15.746249914169312,25.865000247955322,28.16249990463257,35.77499961853027,16.259689807891846,29.272499561309814,2.0399999618530273,30.570712566375732,15.569999933242798,14.888089656829834,0.0,27.90250015258789,65.63999938964844
2002-05-21,44.56999969482422,3.959999918937683,45.87749862670898,40.239999771118164,37.03750038146973,0.0,4.8450000286102295,0.0,15.919999837875366,28.875,50.11499881744385,0.0,25.759999752044678,18.475637435913086,11.057268619537354,0.0,13.257341861724854,15.771250009536743,25.732499599456787,28.047500133514404,35.55000019073486,16.251211643218994,29.2475004196167,2.0824999809265137,30.484859466552734,15.515000104904175,15.045106887817381,0.0,27.675000190734863,65.50750160217285
2002-05-22,44.515000343322754,3.7899999618530273,45.62750053405762,40.30500030517578,36.96000003814697,0.0,4.7799999713897705,0.0,15.519999980926514,28.72249984741211,50.36250019073486,0.0,25.47749948501587,18.463114261627197,10.82721471786499,0.0,13.110494613647461,15.788750171661377,25.682499885559082,28.09000015258789,35.17250061035156,16.287548542022705,29.064999580383297,2.014999955892563,30.408287525177002,15.379999876022339,14.6911039352417,0.0,27.512500286102295,65.81999969482422
2002-05-23,45.045000076293945,3.944999933242798,46.17500019073486,40.51249980926514,37.40999984741211,0.0,4.787499904632568,0.0,15.680000066757202,29.109999656677246,51.260000228881836,0.0,25.75499963760376,18.533697605133057,11.19676947593689,0.0,13.082768440246582,15.93500018119812,25.797500133514404,28.46250009536743,35.640000343322754,16.391715049743652,29.165000438690186,2.0699999928474426,30.88163948059082,15.52750015258789,15.010848760604858,0.0,27.665000438690186,66.90499877929688
2002-05-24,45.35000038146973,4.035000026226044,46.46999931335449,40.81750011444092,37.5,0.0,4.712499976158142,0.0,16.00000023841858,29.384999752044678,51.80500030517578,0.0,26.15749979019165,18.65095567703247,11.407244443893433,0.0,13.31895661354065,16.03250002861023,25.789999961853027,28.730000019073486,35.670000076293945,16.491036891937256,29.43499994277954,1.9949999749660492,31.174005031585693,15.662500143051147,15.019412994384766,0.0,27.677499771118164,67.19250106811523
2002-05-28,45.24499988555908,4.007500052452087,46.8100004196167,40.99000072479248,37.554999351501465,0.0,4.709999918937683,0.0,14.479999780654907,29.332499980926514,52.13999938964844,0.0,26.509999752044678,18.67827844619751,11.47087574005127,0.0,13.11562967300415,15.97499966621399,25.75250005722046,28.84000015258789,35.65500068664551,16.515262126922607,29.240000247955322,1.8199999928474426,31.371234893798828,15.767499923706055,14.699669361114502,0.0,27.68499994277954,66.13000106811523
2002-05-29,46.03000068664551,3.7875000834465027,47.46999931335449,41.015000343322754,38.08749961853027,0.0,4.590000033378601,0.0,12.799999952316284,29.6225004196167,52.21250057220459,0.0,26.952499866485596,18.727230548858643,11.512481451034546,0.0,12.895871639251709,16.012499570846558,25.824999809265137,29.03749990463257,36.22499942779541,16.740551948547363,29.29999971389771,1.7524999976158142,31.56614589691162,15.990000247955322,14.802443742752075,0.0,27.65250015258789,65.72500038146973
2002-05-30,46.60249996185303,3.7075000405311584,47.53750038146973,41.017499923706055,38.38749885559081,0.0,4.452500104904175,0.0,12.479999780654907,29.3125,51.9375,0.0,27.317500114440918,18.886611938476562,11.404797077178955,0.0,12.768535375595093,16.02375030517578,26.177499771118164,29.139999866485596,36.57749938964844,16.68846893310547,29.394999980926514,1.5774999856948853,31.74249267578125,16.107500076293945,15.139317274093628,0.0,27.797500133514404,65.32000160217285
2002-05-31,46.75500011444092,3.8125,47.51250076293945,41.07249927520752,38.482500076293945,0.0,4.6875,0.0,13.759999990463257,29.239999771118164,52.17250061035156,0.0,27.505000114440918,19.042577743530273,11.324033498764038,0.0,12.749024391174316,16.02874994277954,26.34500026702881,29.274999618530273,36.72500038146973,16.715116500854492,29.402499675750732,1.4774999916553497,31.777297973632812,16.002500295639038,15.187849521636963,0.0,27.912500381469727,65.34749984741211
2002-06-03,46.4424991607666,3.807499945163727,47.499999046325684,41.09749984741211,38.53750038146973,0.0,4.4024999141693115,0.0,14.799999952316284,28.8774995803833,51.96000099182129,0.0,27.600000381469727,19.157559394836426,11.218796014785767,0.0,12.846580266952515,15.921250104904175,26.22000026702881,29.18250036239624,36.73250102996826,16.57582426071167,29.392499923706055,1.4150000214576721,31.747132778167725,15.72000002861023,14.979444980621338,0.0,27.977499961853027,64.45000076293945
2002-06-04,46.72499942779541,3.852500021457672,47.592498779296875,41.152499198913574,38.46500110626221,0.0,4.392499923706055,0.0,15.360000133514404,28.767499446868896,52.364999771118164,0.0,27.78499984741211,19.28506374359131,11.15761113166809,0.0,12.620661497116089,15.94124984741211,26.384999752044678,29.135000228881836,36.85000133514404,16.56492280960083,29.445000648498535,1.3524999916553497,31.62183380126953,15.865000009536743,14.945186853408813,0.0,28.022500038146973,63.82499980926514
2002-06-05,46.915000915527344,3.8325000405311584,47.80000019073486,41.082499504089355,38.66499996185303,0.0,4.309999942779541,0.0,15.759999990463257,28.802499771118164,52.89999961853027,0.0,27.922499656677246,19.33857011795044,11.189426898956299,0.0,12.685356140136719,15.949999809265137,26.105000495910645,29.12000036239624,36.71500015258789,16.574612617492676,29.369999885559082,1.4025000035762787,31.67056131362915,15.979999780654907,14.999428987503052,0.0,28.03749990463257,64.57250022888184
2002-06-06,47.14250087738037,3.6949999928474426,47.81500053405762,40.80749988555908,38.46500015258789,0.0,4.10999983549118,0.0,14.880000114440918,28.78249979019165,53.130001068115234,0.0,27.65750026702881,19.41142988204956,11.152716159820557,0.0,12.610392093658447,15.899999856948853,25.90000009536743,29.110000610351562,36.3125,16.497093677520752,29.387500286102295,1.3375000059604645,31.751774311065674,15.885000228881836,15.007993698120117,0.0,28.017499923706055,64.69499969482422
2002-06-07,47.017499923706055,3.6449999809265137,47.47000026702881,40.510000228881836,38.5,0.0,4.069999933242798,0.0,14.480000019073486,28.660000324249268,53.77250099182129,0.0,27.10249948501587,19.39435338973999,10.925110101699829,0.0,12.598069429397583,15.74874997138977,25.835000038146976,29.164999961853027,35.839999198913574,16.38444757461548,29.325000286102295,1.282499998807907,31.561504364013672,15.797500133514404,15.170721054077148,0.0,28.022499561309814,63.88749885559082
2002-06-10,46.89750003814697,3.6825000047683716,47.187499046325684,40.65750026702881,38.55000114440918,0.0,4.162499904632568,0.0,14.959999799728392,28.774999618530273,53.945000648498535,0.0,27.204999923706055,19.54804229736328,11.231032848358154,0.0,12.597042560577393,15.706249952316284,25.84250020980835,29.36750030517578,35.92750072479248,16.343265056610107,29.28249979019165,1.2449999749660492,31.698406219482422,15.887500047683716,15.182140350341797,0.0,28.174999713897705,64.35500049591064
2002-06-11,46.702500343322754,3.712500035762787,46.81999969482422,40.76249980926514,38.552499771118164,0.0,4.100000023841858,0.0,13.919999837875366,29.085000038146973,53.614999771118164,0.0,27.15250015258789,19.50819683074951,11.331375360488892,0.0,12.391661643981934,15.711249828338623,25.75250005722046,29.46500015258789,36.15999984741211,16.424417972564697,29.37999963760376,1.2224999964237213,31.87011194229126,15.849999904632568,15.193559646606445,0.0,28.34999942779541,64.16250038146973
2002-06-12,46.69000053405762,3.5824999809265137,46.84500026702881,40.78499984741211,38.597500801086426,0.0,4.075000047683716,0.0,13.4399995803833,29.09000015258789,53.40499973297119,0.0,27.024999618530273,19.602686882019043,11.243269920349121,0.0,12.296159505844116,15.74875020980835,25.882500171661377,29.62249994277954,35.92000102996826,16.50920581817627,29.332499504089355,1.219999998807907,32.12999200820923,15.762500047683716,15.204978942871094,0.0,28.507500171661377,63.40750026702881
2002-06-13,46.66249942779541,3.462499976158142,46.64999961853027,40.834999084472656,38.41999912261963,0.0,4.322499990463257,0.0,13.599999904632568,29.164999961853027,53.607500076293945,0.0,26.87249994277954,19.677823543548588,11.160058498382568,0.0,12.41014552116394,15.875,25.887499809265137,29.797499656677246,35.84749984741211,16.619428634643555,29.174999713897705,1.2100000083446503,32.11839056015015,15.712500095367432,15.093639135360718,0.0,28.772499561309814,63.25749969482422
2002-06-14,46.77000045776367,2.9850000739097595,46.34000015258789,40.77499961853027,38.420000076293945,0.0,4.012499928474426,0.0,13.43999981880188,29.09000015258789,53.72500038146973,0.0,26.734999656677246,19.648224353790283,11.179637670516968,0.0,12.359827756881714,15.96875,25.864999771118164,29.700000286102295,35.78499984741211,16.65455389022827,29.24250030517578,1.1699999868869781,32.16943836212158,15.612499952316284,15.076510190963745,0.0,28.84499979019165,62.322500228881836
2002-06-17,47.22999954223633,3.347499966621399,46.1200008392334,40.64999961853027,38.279998779296875,0.0,4.247499942779541,0.0,13.839999914169312,29.047500133514404,54.35000038146973,0.0,26.94499969482422,19.700592517852787,11.267743587493896,0.0,12.896898746490479,16.015000104904175,26.06500005722046,29.585000038146973,35.86999988555908,16.876211166381836,29.585000038146973,1.3724999725818634,32.38987350463867,15.709999799728394,15.096494436264038,0.0,29.040000438690186,63.58250141143799
2002-06-18,47.142499923706055,3.560000002384186,45.97749996185303,40.602500915527344,37.902499198913574,0.0,4.225000023841858,0.0,13.759999752044678,28.49500036239624,54.739999771118164,0.0,26.87999963760376,19.70514583587647,11.324033260345459,0.0,13.012938976287842,16.03624963760376,26.014999866485596,29.56500005722046,35.984999656677246,16.960998058319092,30.05999994277954,1.6749999821186066,32.54765605926514,15.6875,15.159301280975342,0.0,29.042500019073486,64.3799991607666
2002-06-19,46.96000003814697,3.4375000596046448,45.97749996185303,40.30000019073486,38.144999504089355,0.0,4.105000138282776,0.0,13.27999997138977,28.15750026702881,54.83250045776367,0.0,26.742499828338623,19.664162635803223,11.260401248931885,0.0,13.068391799926758,15.985000133514404,26.125000476837158,29.550000190734863,35.97000026702881,16.929506301879883,30.179999828338627,1.7574999928474426,32.61958885192871,15.735000133514404,15.065090656280518,0.0,28.792500019073486,64.76499938964844
2002-06-20,47.18249988555908,3.4424999952316284,46.28250026702881,40.2549991607666,38.10499954223633,0.0,4.122500061988831,0.0,12.559999942779541,28.322499752044678,54.944998741149895,0.0,26.902499675750732,19.77345180511475,11.218796014785767,0.0,12.950297594070435,16.015000343322754,26.449999809265137,29.755000114440918,36.11250019073486,16.991279125213623,29.887499809265137,1.8524999618530273,32.526774406433105,15.75,15.050816297531128,0.0,28.78499984741211,64.92499923706055
2002-06-21,47.5625,3.575000047683716,46.8075008392334,40.68499946594238,38.19999980926514,0.0,4.159999966621399,0.0,12.0,28.37249994277954,55.454999923706055,0.0,26.932499885559082,19.8406195640564,11.243269920349121,0.0,12.852741956710815,16.326250076293945,26.59999990463257,30.21750020980835,36.5649995803833,17.2541184425354,30.089999675750732,1.8350000083446503,33.213600158691406,15.902499914169312,15.122188091278076,0.0,29.12999963760376,64.63750076293945
2002-06-24,47.679999351501465,3.2324999570846558,46.75,40.88999938964844,38.28749942779541,0.0,4.099999964237213,0.0,11.519999980926514,28.365000247955322,55.320000648498535,0.0,27.005000114440918,19.734745502471924,11.19676947593689,0.0,12.509755849838257,16.411250114440918,26.52500009536743,30.62999963760376,36.47000026702881,17.39946699142456,30.375,1.8225000202655792,33.313374519348145,15.78499984741211,15.182140111923218,0.0,29.105000019073486,64.54249954223633
2002-06-25,48.14500045776367,3.262499988079071,46.97499942779541,40.95750045776367,38.284998893737786,0.0,4.099999904632568,0.0,11.84000015258789,28.384999752044678,55.28750038146973,0.0,27.337500095367428,19.706284046173096,11.270190954208374,0.0,12.668926000595093,16.487500190734863,26.572499752044678,30.574999809265137,36.53250026702881,17.449127674102783,30.24749994277954,1.7674999833106995,33.2530460357666,15.824999809265137,15.162156105041504,0.0,29.21749973297119,65.23999977111816
2002-06-26,47.94999980926514,3.0200000405311584,46.554999351501465,40.230000495910645,37.66499996185303,0.0,3.9325000047683716,0.0,10.960000276565552,28.37999963760376,54.55000019073486,0.0,27.46749973297119,19.593578815460205,11.172295570373535,0.0,12.466624975204468,16.458750247955322,26.519999980926514,30.567500114440918,36.39999961853027,17.45033884048462,30.08500051498413,1.5600000023841858,33.362101554870605,15.755000352859497,15.062236070632935,0.0,29.075000286102295,63.31500053405762
2002-06-27,48.255001068115234,3.262500047683716,46.57499980926514,40.01249980926514,37.26249885559082,0.0,4.0200000405311584,0.0,11.12000036239624,28.300000190734863,54.864999771118164,0.0,27.614999771118164,19.513888835906982,11.13803219795227,0.0,12.394742250442505,16.636250019073486,26.607500076293945,30.722500324249268,36.552499771118164,17.558139324188232,29.829999923706055,1.479999989271164,33.68695259094238,15.769999980926514,14.996574401855469,0.0,29.102499961853027,63.3725004196167
2002-06-28,49.00999927520752,3.4225000143051147,46.602500915527344,40.00999927520752,37.17500019073486,0.0,3.9725000262260437,0.0,11.200000047683716,28.672500133514404,54.77500057220459,0.0,27.762499809265137,19.492258548736572,11.081742525100708,0.0,12.534401178359985,16.75125026702881,26.84749984741211,30.9375,37.01249885559081,17.794331073760986,29.824999809265137,1.417499989271164,33.9793176651001,15.71500015258789,14.873815536499023,0.0,29.535000324249268,63.58749961853027
