,APD,ALB,AMCR,AVY,BALL,CE,CF,CTVA,DOW,DD,EMN,ECL,FMC,FCX,IFF,IP,LIN,LYB,MLM,MOS,NEM,NUE,PKG,PPG,SEE,SHW,STLD,VMC,WRK
2006-09-01,62.07678031921387,27.53125,0.0,61.81500053405762,10.101875066757202,18.582500457763672,3.1949999928474426,0.0,0.0,54.58239459991455,26.36875009536743,44.704999923706055,13.319601058959961,29.355000019073486,39.670000076293945,32.71201229095459,57.81500053405762,0.0,83.97750091552734,16.3125,51.02250003814697,49.33500003814697,23.269999980926514,32.013750076293945,26.15999984741211,17.206666946411133,13.403125047683716,79.08499908447266,0.0
2006-09-05,62.36586570739746,27.710000038146973,0.0,61.489999771118164,10.083125114440918,18.562499523162842,3.255500018596649,0.0,0.0,54.31908893585205,26.328750133514404,43.577500343322754,13.391695737838745,30.75250005722046,39.46750068664551,32.77505111694336,57.552499771118164,0.0,84.70749855041504,16.499999523162842,52.0024995803833,50.63749980926514,23.322500228881836,32.05999994277954,26.232500553131104,17.22166681289673,13.84499979019165,78.98500061035156,0.0
2006-09-06,61.92414474487304,27.605000019073486,0.0,60.97749996185303,9.968125104904175,18.130000114440918,3.324500024318695,0.0,0.0,53.614572525024414,26.059999465942383,42.947500228881836,13.296834707260132,30.44499969482422,39.24499988555908,32.73069095611572,57.3774995803833,0.0,82.53249931335449,16.307499885559082,51.385000228881836,50.65999984741211,23.107499599456787,31.953749656677246,26.02500009536743,17.112499713897705,13.68500018119812,77.50749969482422,0.0
2006-09-07,61.21184158325195,27.22249984741211,0.0,60.45750045776367,9.878124952316284,17.797499656677246,3.30649995803833,0.0,0.0,52.73214530944824,25.84749984741211,42.304999351501465,13.117411136627197,29.80750036239624,38.84500026702881,32.637301445007324,56.83750057220459,0.0,80.06000137329102,16.09499979019165,49.63749980926514,49.73999881744385,22.15000009536743,31.941250324249268,25.822499752044678,17.177499294281006,13.421875,76.83999824523926,0.0
2006-09-08,61.197964668273926,27.131250381469727,0.0,60.73750019073486,9.964999675750732,18.000000476837158,3.3075000047683716,0.0,0.0,53.130659103393555,25.9375,42.03749942779541,13.249674558639526,29.304999828338627,38.84749984741211,32.6793270111084,57.01249980926514,0.0,79.47749900817871,16.05750012397766,48.420000076293945,49.61249923706055,22.170000076293945,32.22624969482422,26.03000020980835,17.524166107177734,13.319375038146973,77.28249931335449,0.0
2006-09-11,60.726179122924805,26.853750228881836,0.0,59.50749969482422,9.893750190734863,18.042500019073486,3.29449999332428,0.0,0.0,52.61472511291504,25.832499980926514,41.1899995803833,13.306049108505249,27.807499885559082,38.78499984741211,32.7050085067749,56.71750068664551,0.0,77.65250015258789,15.819999933242798,46.44250011444092,47.859999656677246,22.28249979019165,32.32749938964844,25.9375,17.390833377838135,12.824999809265137,77.11750030517578,0.0
2006-09-12,60.601295471191406,26.36875009536743,0.0,58.87249946594238,10.072499990463257,18.195000648498535,3.3104999661445618,0.0,0.0,52.95630931854248,26.14375066757202,41.547499656677246,13.402536869049072,26.823750019073486,38.92500019073486,32.9384822845459,56.59249973297119,0.0,77.31999969482422,15.765000104904175,45.53249931335449,46.730000495910645,22.579999923706055,32.640000343322754,26.188749313354492,17.507500171661377,12.556874990463257,77.36499786376953,0.0
2006-09-13,60.76780700683594,26.665000438690186,0.0,59.32749843597412,10.13937497138977,18.104999542236328,3.3554999828338623,0.0,0.0,54.14829730987549,26.458749771118164,41.95500087738037,13.55702519416809,27.06874990463257,39.1850004196167,33.15794849395752,56.920000076293945,0.0,79.6875,15.822500228881836,45.792500495910645,47.17250061035156,22.637500286102295,33.07374954223633,26.536250114440918,17.735832691192627,12.843749761581421,78.58250045776367,0.0
2006-09-14,60.6174840927124,26.822500228881836,0.0,59.13249969482422,10.183124780654907,17.892499923706055,3.3584999442100525,0.0,0.0,54.699814796447754,26.62625026702881,42.0649995803833,13.552146673202515,26.65875005722046,39.29500102996826,32.994516372680664,56.91999912261963,0.0,81.57749938964844,15.862500190734863,44.93000030517578,47.15250015258789,22.71500015258789,32.96000099182129,26.587499618530273,18.104166984558105,12.865625143051147,78.23499870300293,0.0
2006-09-15,61.68593883514404,27.072500228881836,0.0,59.71999931335449,10.340624809265137,17.950000286102295,3.3615000247955322,0.0,0.0,55.17660999298096,26.832499980926514,42.21999931335449,13.633456230163574,26.105000019073486,39.6299991607666,32.06528997421265,57.732500076293945,0.0,82.21499824523926,15.937499761581421,44.16250133514404,46.94499969482422,22.987499713897705,33.13125038146973,26.59249973297119,18.195833206176758,12.691874980926514,78.41000175476074,0.0
2006-09-18,61.87326622009277,27.132500171661377,0.0,59.66499900817871,10.293749809265137,17.97249984741211,3.3475000262260437,0.0,0.0,55.091214179992676,26.630000114440918,42.21000003814697,13.57328724861145,26.37125015258789,39.51250076293945,31.90419340133667,57.7524995803833,0.0,81.1875,15.819999933242798,44.66749954223633,47.88249969482422,23.00250005722046,33.08750057220459,26.327500343322754,18.19499969482422,13.070625066757202,77.49749946594238,0.0
2006-09-19,61.51711368560791,27.37624979019165,0.0,59.357500076293945,10.177500009536743,17.90999984741211,3.3754999637603764,0.0,0.0,54.874165534973145,26.579999923706055,42.34499931335449,13.476799726486206,25.84499979019165,39.230000495910645,31.887849807739258,57.704999923706055,0.0,79.87499809265137,16.30999994277954,43.937499046325684,48.34000015258789,22.865000247955322,33.05500030517578,26.241250038146973,18.27750062942505,13.016249895095825,76.37500190734863,0.0
2006-09-20,61.979647636413574,27.798749923706055,0.0,59.23500061035156,10.253124952316284,18.05750036239624,3.397000014781952,0.0,0.0,55.48261260986328,26.923749923706055,42.61999988555908,13.521791219711304,25.58625030517578,39.44000053405762,31.817809104919434,58.48750019073486,0.0,79.15749931335449,16.612500190734863,43.61249923706055,48.61250019073486,23.070000171661377,33.51625061035156,26.46125030517578,18.31333303451538,12.971250295639038,76.41500091552734,0.0
2006-09-21,60.654486656188965,27.957499504089355,0.0,59.56999969482422,10.261874914169312,18.40499973297119,3.390500009059906,0.0,0.0,54.959561347961426,26.83750009536743,42.85249996185303,13.55756688117981,25.65250015258789,39.29249954223633,31.70340585708618,58.71500015258789,0.0,78.19499969482422,16.639999866485596,43.810001373291016,48.15750026702881,23.02999973297119,33.583749771118164,26.547499656677246,18.170833587646484,12.673125267028809,75.71499824523926,0.0
2006-09-22,60.34458827972412,27.619999885559082,0.0,59.37249946594238,10.141875267028809,18.28000020980835,3.3505000472068787,0.0,0.0,54.514790534973145,26.571250438690186,42.66499996185303,13.377601861953735,25.756250381469727,39.08250045776367,31.612351417541504,58.84749984741211,0.0,77.67999839782715,16.447500228881836,44.079999923706055,47.427499771118164,22.905000209808353,33.133750915527344,26.56500005722046,17.896666049957275,12.248125076293945,75.5875015258789,0.0
2006-09-25,61.24421787261963,27.553750038146973,0.0,60.010000228881836,10.178124904632568,18.15999984741211,3.3289999961853027,0.0,0.0,55.35095977783203,26.68499994277954,42.61000061035156,13.359713554382322,25.317500114440918,39.13999938964844,31.859833240509033,58.4350004196167,0.0,77.70499801635742,16.34000062942505,43.08750057220459,46.36499881744385,22.91499948501587,33.24125003814697,26.802499771118164,18.106666564941406,11.653125047683716,75.46500015258789,0.0
2006-09-26,62.63644790649414,27.567500114440918,0.0,60.28750038146973,10.223749876022339,18.34999990463257,3.365500032901764,0.0,0.0,56.21915626525879,26.968750476837158,42.93499946594238,13.611231803894043,26.19000005722046,39.420000076293945,32.07929801940918,59.47500038146973,0.0,79.73250007629395,16.519999980926514,43.59249973297119,48.24000072479248,23.02999973297119,33.65999889373779,27.117499828338623,18.419167041778564,12.168750286102295,76.41750144958496,0.0
2006-09-27,62.71739196777344,27.588749885559082,0.0,60.0625,10.297499895095825,18.24749994277954,3.3895000219345093,0.0,0.0,55.80996513366699,27.067500114440918,43.15999984741211,13.850281953811646,26.80999994277954,39.672499656677246,32.21237850189209,59.61750030517578,0.0,82.35750198364258,16.90499973297119,43.135000228881836,48.5649995803833,23.41249990463257,33.72749900817871,27.182499885559082,18.772500038146973,12.443750143051147,77.55999946594238,0.0
2006-09-28,62.328861236572266,27.469999313354492,0.0,60.1875,10.21500015258789,18.172499656677246,3.425499975681305,0.0,0.0,55.888245582580566,27.131250381469727,43.247501373291016,13.905572175979614,26.958749771118164,39.59999942779541,32.49721717834473,59.67750072479248,0.0,84.97500038146973,16.952500343322754,43.255001068115234,48.95750045776367,23.512499809265137,33.867499351501465,27.146249771118164,18.81999969482422,12.350624799728394,79.05500030517578,0.0
2006-09-29,61.882516860961914,27.246249675750732,0.0,60.0674991607666,10.170000076293945,17.96999979019165,3.42849999666214,0.0,0.0,55.785057067871094,27.15875005722046,43.04499912261963,13.888768434524536,26.69499969482422,39.61999988555908,32.24273061752319,59.42250061035156,0.0,85.13000106811523,16.952499866485596,42.827500343322754,49.3075008392334,23.375,33.67625045776367,27.143750190734863,18.52666664123535,12.621249914169312,79.05249977111816,0.0
2006-10-02,61.96577262878418,27.147500038146973,0.0,60.170000076293945,10.083125114440918,17.727499961853027,3.4765000343322754,0.0,0.0,55.276238441467285,26.99250030517578,42.57500076293945,13.922375917434692,26.957499980926514,39.55500030517578,32.48787784576416,58.99749946594238,0.0,85.0200023651123,16.78249979019165,43.10499858856201,49.857500076293945,23.25250005722046,33.49625015258789,26.954999923706055,18.574999809265137,12.588750123977661,78.58750343322754,0.0
2006-10-03,61.898704528808594,27.167499542236328,0.0,60.267499923706055,10.044374942779541,17.705000400543213,3.5054999589920044,0.0,0.0,54.81367588043213,27.08875036239624,42.40749931335449,14.05626630783081,25.386249542236328,39.79249954223633,32.48320770263672,59.142499923706055,0.0,84.80249977111816,16.494999885559082,41.732500076293945,48.714999198913574,23.09749984741211,33.298749923706055,26.88374948501587,18.59166669845581,12.292500257492067,77.88500022888184,0.0
2006-10-04,62.22479248046875,27.09124994277954,0.0,60.64750003814697,10.078124761581421,17.777499675750732,3.5139999985694885,0.0,0.0,54.710490226745605,27.177499771118164,42.8799991607666,14.17606258392334,24.581249713897705,39.945000648498535,32.35012912750244,59.36249923706055,0.0,84.98500061035156,16.61750030517578,40.69250011444092,48.43499946594238,23.1875,33.38249969482422,27.171249866485596,18.917499542236328,12.26812481880188,78.26500129699707,0.0
2006-10-05,62.375115394592285,27.363750457763672,0.0,61.329999923706055,10.23812508583069,18.09250020980835,3.5955000519752502,0.0,0.0,54.77097797393799,27.289999961853027,43.63000011444092,14.456851482391357,25.545000076293945,39.869998931884766,32.66765308380127,59.22000026702881,0.0,86.36250114440918,16.884999752044678,41.60000038146973,50.75749969482422,23.432499408721924,33.603750228881836,27.328750133514404,19.065000534057617,13.0625,79.4799976348877,0.0
2006-10-06,61.89407920837402,27.762500286102295,0.0,61.6200008392334,10.329999923706055,18.144999980926514,3.63400000333786,0.0,0.0,55.12679481506348,27.553750038146973,43.984999656677246,14.584778785705566,26.195000171661377,39.94749927520752,32.826415061950684,58.22749900817871,0.0,86.86750030517578,16.792500019073486,41.624999046325684,50.91249942779541,23.539999961853027,33.67124938964844,27.551250457763672,19.18416690826416,13.486875295639038,79.8075008392334,0.0
2006-10-09,62.120720863342285,27.90250015258789,0.0,61.96249866485596,10.316250085830688,18.02750062942505,3.6524999737739563,0.0,0.0,55.79217338562012,27.72249937057495,43.994998931884766,14.490459680557251,27.018749713897705,39.94250011444092,32.845093727111816,58.06750011444092,0.0,86.57499885559082,16.735000610351562,41.6225004196167,52.63249969482422,23.80750036239624,33.85749912261963,27.767499923706055,19.230833053588867,13.857500076293945,79.85500144958496,0.0
2006-10-10,62.46068477630615,27.963749408721924,0.0,62.212501525878906,10.339374780654907,18.03000020980835,3.7044999599456787,0.0,0.0,55.97719860076904,28.172500133514404,44.29750061035156,14.564722299575806,26.80625009536743,40.15000057220459,32.712013244628906,58.30499839782715,0.0,88.10499954223633,16.83750009536743,41.53750038146973,52.577500343322754,23.87999963760376,33.772499084472656,27.71624994277954,19.490832805633545,13.846250295639038,80.72749900817871,0.0
2006-10-11,62.4352445602417,27.739999771118164,0.0,61.967498779296875,10.39437484741211,17.869999408721924,3.6635000109672546,0.0,0.0,55.69254493713379,28.110000133514404,44.15000057220459,14.516479015350342,27.043750286102295,40.16250038146973,32.56959342956543,58.232500076293945,0.0,88.62249946594238,16.75250005722046,41.484999656677246,52.75,23.272500038146973,33.951250076293945,27.602499961853027,19.618333339691162,13.838750123977661,81.27999877929688,0.0
2006-10-12,62.9902868270874,28.03999948501587,0.0,61.927499771118164,10.550000190734863,17.885000228881836,3.7370000481605534,0.0,0.0,55.86333751678467,28.179999828338623,44.34000110626221,14.592367887496948,27.03125,40.52750015258789,32.70734405517578,58.81999969482422,0.0,90.50249862670898,17.200000286102295,41.510000228881836,53.31750011444092,23.25,34.295000076293945,27.299999713897705,19.600833892822266,14.022499799728394,82.56249809265137,0.0
2006-10-13,63.20999050140381,28.130000114440918,0.0,61.61999988555908,10.616875410079956,18.06999969482422,3.789500057697296,0.0,0.0,56.080387115478516,28.262500286102295,44.19749927520752,14.710538148880005,27.932499885559082,40.97500038146973,32.89645767211914,58.777499198913574,0.0,90.67000007629395,17.4399995803833,42.8700008392334,54.46999931335449,23.2475004196167,34.29750061035156,27.50125026702881,19.599166870117188,14.32687497138977,82.86750030517578,0.0
2006-10-16,63.82978630065918,28.320000171661377,0.0,62.4925012588501,10.690000295639038,18.450000762939453,3.763000011444092,0.0,0.0,56.46466827392578,28.463749885559082,44.53499984741211,14.76691222190857,28.68375015258789,40.54500102996826,32.57192897796631,59.20500087738037,0.0,91.0,17.614999771118164,43.429999351501465,55.67250061035156,22.90750026702881,34.40999984741211,27.767499446868896,19.864999771118164,14.596874952316284,83.1624984741211,0.0
2006-10-17,63.65171146392822,28.018749713897705,0.0,62.48750019073486,10.571249961853027,18.705000400543213,3.730500042438507,0.0,0.0,55.642730712890625,28.31375026702881,44.4975004196167,14.730594158172607,28.642500400543213,40.829999923706055,32.38281440734863,58.90250110626221,0.0,90.34749984741211,17.490000247955322,43.21750068664551,54.897499084472656,22.59500026702881,34.45124912261963,27.46875,19.822500228881836,14.381875038146973,82.28249931335449,0.0
2006-10-18,63.85985279083252,27.804999828338623,0.0,62.329999923706055,10.506250143051147,18.762499809265137,3.7494999766349792,0.0,0.0,56.38283061981201,28.454999923706055,44.765000343322754,14.80539870262146,28.648749351501465,40.882500648498535,32.23105716705322,59.382500648498535,0.0,90.9950008392334,17.265000343322754,42.84999942779541,54.820000648498535,22.355000019073486,34.478750228881836,27.442500114440918,19.8066668510437,14.216249942779541,82.99499893188477,0.0
2006-10-19,63.179924964904785,30.941250324249268,0.0,62.437499046325684,10.477499961853027,19.052499771118164,3.7880000472068787,0.0,0.0,56.347249031066895,28.452500343322754,44.942501068115234,14.795641660690308,28.68624973297119,40.954999923706055,31.911198139190674,59.489999771118164,0.0,91.78250122070312,17.19999933242798,42.980000495910645,54.015000343322754,22.394999980926517,33.87374973297119,27.547500133514404,19.185832977294922,14.336249828338623,83.5625,0.0
2006-10-20,63.408881187438965,30.699999809265137,0.0,63.109999656677246,10.456250190734863,19.272500038146973,3.753499925136566,0.0,0.0,56.436203956604004,28.476250648498535,45.03999996185303,14.86177372932434,28.638750553131104,40.94499969482422,31.68239402770996,59.492499351501465,0.0,87.09250068664551,17.02500009536743,43.03999996185303,54.17250061035156,22.322499752044678,34.00749969482422,27.665000438690186,19.25166654586792,14.568750143051147,80.64999961853027,0.0
2006-10-23,63.79741096496582,31.173749923706055,0.0,63.177499771118164,10.391250133514404,19.40250015258789,3.731499969959259,0.0,0.0,56.62834453582764,28.500000476837158,44.78999900817871,14.83954906463623,28.59999990463257,41.342498779296875,31.432576656341553,59.320000648498535,0.0,87.97750091552734,17.112499713897705,42.857500076293945,54.40250015258789,22.205000400543213,34.4112491607666,27.758749961853027,19.495832920074463,14.537499904632568,79.21500015258789,0.0
2006-10-24,63.89454174041748,30.947499752044678,0.0,62.4424991607666,10.429999828338623,19.557499885559082,3.755999982357025,0.0,0.0,57.62819290161133,28.669999599456787,44.832499504089355,14.957176685333252,29.27999973297119,42.03249931335449,31.446584701538086,59.36999988555908,0.0,87.80500030517578,17.210000038146973,43.34749984741211,58.19000053405762,22.077499389648438,34.55875015258789,28.11875009536743,19.330833435058594,14.934374809265137,79.53000068664551,0.0
2006-10-25,63.894540786743164,30.857499599456787,0.0,62.19250011444092,10.43624997138977,19.78249979019165,3.822499990463257,0.0,0.0,57.71358871459961,28.732500076293945,44.89999961853027,14.921401023864746,29.78499984741211,42.03999900817871,31.269144535064697,59.172499656677246,0.0,89.05749893188477,17.74500036239624,44.18499946594238,60.107500076293945,22.042500019073486,34.38499927520752,29.09375,19.41166639328003,15.26937484741211,80.30000114440918,0.0
2006-10-26,63.54532814025879,31.082499980926514,0.0,62.30749988555908,10.257499933242798,19.897499561309814,3.880999982357025,0.0,0.0,58.17259216308594,28.836249828338623,45.007500648498535,15.048243999481201,29.752500534057617,42.052499771118164,31.47693681716919,59.67499923706055,0.0,89.43249893188477,17.550000190734863,44.72500133514404,59.62750053405762,22.207499504089355,34.40374946594238,29.62874937057495,19.55750036239624,15.346250057220459,80.29500007629395,0.0
2006-10-27,63.53145122528076,31.510000228881836,0.0,62.704999923706055,10.311875104904175,19.912500381469727,3.9654998779296875,0.0,0.0,57.984009742736816,29.369999885559082,45.21750068664551,15.03035569190979,29.74375009536743,41.832499504089355,31.652042388916016,59.320000648498535,0.0,91.30999946594238,17.579999923706055,44.75500011444092,59.077500343322754,22.389999866485596,34.12874984741211,29.611249923706055,19.43916654586792,15.420624971389769,81.28750038146973,0.0
2006-10-30,63.91766929626465,32.24499988555908,0.0,63.08250045776367,10.340625047683716,19.672500133514404,4.010500073432922,0.0,0.0,58.389641761779785,30.202499866485596,45.30999946594238,14.908933162689209,29.598750114440918,41.92999839782714,31.551648139953613,59.93249988555908,0.0,89.03499984741211,17.94000005722046,44.767499923706055,58.052499771118164,22.542500019073486,34.29750061035156,29.75374984741211,19.457499980926514,15.118750095367432,79.85000228881836,0.0
2006-10-31,64.43339729309082,32.644999504089355,0.0,63.15750026702881,10.374375104904175,20.610000133514404,4.007000029087067,0.0,0.0,58.39319896697998,30.419999599456787,45.38499927520751,14.92085886001587,30.014999866485596,42.272499084472656,31.472267627716064,60.33250045776367,0.0,88.10999870300293,18.652499675750732,44.90250015258789,58.0649995803833,22.857500076293945,34.33500003814697,29.822500228881836,19.69000005722046,15.083750009536743,80.5575008392334,0.0
2006-11-01,64.82886123657227,32.42375040054321,0.0,63.744998931884766,10.383125305175781,20.84999990463257,4.072000086307526,0.0,0.0,58.040940284729004,30.201250076293945,45.45499897003173,14.796725988388062,30.18375015258789,42.41499996185303,31.11972141265869,60.81999969482422,0.0,88.9375,18.96250009536743,46.10499954223633,57.85499954223633,22.920000076293945,34.124999046325684,29.651249885559082,19.622500419616703,15.008125066757202,81.84250068664551,0.0
2006-11-02,64.51433753967285,31.966249465942383,0.0,63.98749828338623,10.340625286102295,20.97249984741211,4.02049994468689,0.0,0.0,57.88438129425049,30.041249752044678,45.367499351501465,14.749566078186035,29.946249961853027,44.31999969482422,30.349258422851562,61.25250053405762,0.0,87.88500022888184,18.980000019073486,46.0674991607666,57.10749912261963,22.68250036239624,33.86250019073486,29.522499561309814,19.43833303451538,14.776875019073486,80.82250022888184,0.0
2006-11-03,64.44264602661133,32.146249771118164,0.0,64.2874984741211,10.39187502861023,21.08750057220459,4.037499904632568,0.0,0.0,58.040940284729004,29.874999523162842,45.37750053405762,14.938205003738405,30.506250381469727,45.457499504089355,30.087767124176025,61.50999927520752,0.0,88.61999893188477,19.072499752044678,46.11250019073486,57.80500030517578,22.767499923706055,33.833749771118164,29.500000476837158,19.399166584014893,14.809999704360962,81.32749938964844,0.0
2006-11-06,64.85892677307129,32.355000019073486,0.0,64.26250076293945,10.470000267028809,21.070000171661377,4.0929999351501465,0.0,0.0,58.29001235961914,29.928749561309814,45.6225004196167,14.937662839889526,30.49500036239624,45.52750015258789,30.00838613510132,61.02750015258789,0.0,89.45749855041504,19.417499542236328,46.02500057220459,59.292500495910645,22.692500114440918,33.863749504089355,29.56749963760376,19.53166627883911,15.188125133514404,82.11750030517578,0.0
2006-11-07,64.95605850219727,32.7162504196167,0.0,64.76749992370605,10.446875095367432,21.050000190734863,4.143999934196472,0.0,0.0,58.45012950897217,30.018749713897705,45.85499954223633,15.045533895492554,30.55999994277954,45.54750061035156,30.15547513961792,61.117499351501465,0.0,90.52250099182129,19.88249969482422,45.855000495910645,59.27999973297119,22.727499961853027,34.08375072479248,29.749999523162842,19.95166683197021,15.353125095367432,82.1924991607666,0.0
2006-11-08,65.26595878601074,32.47624969482422,0.0,65.47249984741211,10.431874990463257,20.022500038146973,4.166499972343445,0.0,0.0,58.07652282714844,29.979999542236328,45.790000915527344,15.14202094078064,29.852499961853027,45.822500228881836,30.230186462402344,61.45249938964844,0.0,91.25749969482422,20.134999752044678,45.18249988555908,58.079999923706055,22.829999923706055,33.73374843597412,29.84499979019165,20.155000209808353,15.152499914169312,83.29749870300293,0.0
2006-11-09,64.58834552764893,32.701250076293945,0.0,65.61499977111816,10.490625143051147,20.28249979019165,4.176999926567078,0.0,0.0,58.11210346221924,29.987500190734863,45.852500915527344,15.231461763381958,30.140000343322754,45.97249984741211,30.218512535095215,61.36999988555908,0.0,93.75749969482422,20.53000020980835,46.109999656677246,59.34500026702881,23.005000591278076,33.56374931335449,30.03375005722046,20.246666431427002,15.278749704360962,86.12750053405762,0.0
2006-11-10,64.07493209838867,33.019999504089355,0.0,65.61499977111816,10.508125066757202,20.179999828338623,4.224500060081482,0.0,0.0,58.05161380767822,29.88249969482422,45.40499973297119,15.126842975616455,29.5,45.8149995803833,30.125123500823975,61.557498931884766,0.0,94.25250053405762,20.427499771118164,46.13749980926514,59.35499954223633,22.927500247955322,33.6274995803833,30.022500038146973,20.180000782012943,15.036875247955322,87.46499824523926,0.0
2006-11-13,64.22756862640381,33.52375030517578,0.0,65.63749885559082,10.503124952316284,20.03499984741211,4.238999843597412,0.0,0.0,58.41810703277588,30.042500019073486,45.41499900817871,15.143105030059814,28.704999923706055,46.20750045776367,30.14146614074707,62.14999866485596,0.0,94.50750160217285,20.789999961853027,45.28750038146973,58.49749946594238,23.089999675750732,33.90000057220459,30.085000038146973,20.170834064483643,14.927500009536743,88.04000091552734,0.0
2006-11-14,64.35244941711426,33.66624927520752,0.0,65.8499984741211,10.540000200271606,19.9375,4.301499962806702,0.0,0.0,58.48215389251709,29.978750228881836,45.78250026702881,15.202190160751343,28.80875015258789,46.312500953674316,30.610748767852783,62.390000343322754,0.0,95.78999900817871,21.197500228881836,45.40500068664551,58.542500495910645,23.312499523162842,34.02999973297119,30.15875005722046,20.315833568572998,15.088125228881836,89.16250038146973,0.0
2006-11-15,64.42183113098145,33.92875099182129,0.0,66.20000076293945,10.525000095367432,20.197500228881836,4.263999938964844,0.0,0.0,58.70276069641113,30.024999618530273,45.73500061035156,15.189722537994385,28.50374984741211,46.32249927520752,30.6994686126709,62.78249931335449,0.0,96.84000205993652,21.202500343322754,45.142499923706055,58.28249931335449,23.22249937057495,34.249999046325684,30.295000076293945,20.53333330154419,15.202499866485596,89.85750007629395,0.0
2006-11-16,64.84273719787598,33.646249771118164,0.0,66.40250015258789,10.496875047683716,20.442500114440918,4.333999991416931,0.0,0.0,58.86287879943848,30.322499752044678,45.76499938964844,15.224414587020874,28.519999980926514,46.72749900817871,30.795193195343018,63.19250011444092,0.0,96.81250190734863,21.167499542236328,44.95750045776367,56.73749923706054,23.09499979019165,34.486249923706055,30.36875009536743,20.775833129882812,14.755625009536743,90.43249893188477,0.0
2006-11-17,64.59759712219238,33.88999938964844,0.0,66.72500038146973,10.454999923706055,20.60249948501587,4.333999991416931,0.0,0.0,58.432339668273926,30.09874963760376,45.6850004196167,15.189722299575806,28.177500247955322,46.81999969482422,30.622422218322754,63.14250087738037,0.0,95.41500091552734,20.990000247955322,44.23750019073486,56.66499996185303,22.929999828338623,33.261250495910645,30.358749866485596,20.763332843780518,14.741874933242798,90.07250213623047,0.0
2006-11-20,64.64384651184082,34.63874912261963,0.0,66.77749824523926,10.60562515258789,20.985000133514404,4.478500008583069,0.0,0.0,58.457247734069824,30.026249885559082,45.78999996185303,15.361556768417358,28.298749923706055,46.76250076293945,30.75083351135254,62.97749996185303,0.0,93.4375,21.257500171661377,44.392499923706055,58.355000495910645,22.767499923706055,32.46875,30.298749923706055,20.672500133514404,15.533750057220459,88.98500061035156,0.0
2006-11-21,64.45652198791504,34.66749954223633,0.0,66.86000061035156,10.600625038146973,21.225000381469727,4.554500102996826,0.0,0.0,57.336421966552734,29.901249885559082,46.00250053405762,15.439071893692017,28.613749980926514,46.704999923706055,30.522028923034668,62.829999923706055,0.0,94.27000045776367,21.074999809265137,44.864999771118164,58.94250011444092,22.72499990463257,32.39999866485596,30.348750114440918,20.706666469573975,15.942500114440918,88.94000053405762,0.0
2006-11-22,65.74005508422852,34.86125087738037,0.0,67.24749946594238,10.631875038146973,21.40000009536743,4.573500037193298,0.0,0.0,56.8560676574707,30.083750247955322,46.045000076293945,15.574588060379028,30.385000228881836,47.135000228881836,30.491676330566406,63.217498779296875,0.0,95.30000114440918,21.395000457763672,45.095001220703125,59.359999656677246,22.807499885559082,32.52375030517578,30.382500171661377,20.803333282470703,16.198750019073486,88.8174991607666,0.0
2006-11-24,65.97132301330566,34.827500343322754,0.0,67.62000274658203,10.593124866485596,21.46500015258789,4.542500019073486,0.0,0.0,56.81336975097656,30.114999771118164,46.03750038146973,15.568625450134277,30.78250026702881,47.50749969482422,30.52202844619751,63.1899995803833,0.0,95.76749992370605,21.34499979019165,45.7524995803833,58.757500648498535,22.894999504089355,32.4399995803833,30.264999866485596,20.751667022705078,16.446249961853027,88.59250068664551,0.0
2006-11-27,64.84505081176758,34.598751068115234,0.0,67.29999923706055,10.478750228881836,21.669999599456787,4.486499905586243,0.0,0.0,56.4646692276001,29.72374963760376,45.707499504089355,15.411427021026611,30.921250343322754,47.302499771118164,30.36793613433838,62.66749954223633,0.0,95.20249938964844,21.09749984741211,45.78999996185303,58.87750053405762,22.822500228881836,32.18624925613403,29.89875030517578,20.638334274291992,16.291250228881836,87.46750068664551,0.0
2006-11-28,64.1743745803833,34.15000057220459,0.0,66.60249900817871,10.348749876022339,21.710000038146973,4.409999966621399,0.0,0.0,56.1373176574707,29.46624994277954,45.22249984741211,15.276452779769897,30.616250038146973,46.947500228881836,30.46366024017334,62.21249961853027,0.0,94.14999961853029,20.68499994277954,45.80749988555908,57.94250011444092,22.572499752044678,32.0575008392334,29.716249465942386,20.327499866485596,15.918749809265137,86.58250045776367,0.0
2006-11-29,64.31544971466064,34.50874996185303,0.0,67.00250053405762,10.424999952316284,21.96999979019165,4.499000072479248,0.0,0.0,56.99483776092529,29.567500114440918,44.66749954223633,15.365893602371216,30.59749984741211,47.25749969482422,30.482338428497314,62.427499771118164,0.0,95.99250030517578,20.81999969482422,45.65750026702881,59.20249938964844,22.55500030517578,32.16250038146973,29.677499771118164,20.540832996368408,16.136250019073486,87.2450008392334,0.0
2006-11-30,64.19981670379639,34.766249656677246,0.0,67.41500091552734,10.619999885559082,22.072499752044678,4.539500117301941,0.0,0.0,56.980605125427246,29.607500076293945,44.45249938964844,15.37944483757019,31.18375015258789,47.250000953674316,30.683125495910645,62.4900016784668,0.0,98.45999908447266,21.024999618530273,46.6875,59.739999771118164,22.527499675750732,32.17000102996826,29.78749942779541,20.78666639328003,16.22249984741211,88.41749954223633,0.0
