,APA,BKR,CVX,COP,CTRA,DVN,FANG,EOG,EQT,XOM,HAL,HES,KMI,MRO,MPC,OXY,OKE,PSX,PXD,SLB,TRGP,VLO,WMB
2000-01-18,16.38257598876953,23.0,44.15625,16.776919841766357,1.2447915077209473,17.984375,0.0,4.30859375,4.8397523164749146,41.921875,20.0625,19.19791603088379,0.0,7.843042969703674,0.0,10.403948307037354,5.680512309074402,0.0,9.0625,32.078125,0.0,4.74891459941864,26.999194622039795
2000-01-19,16.95752191543579,23.515625,44.2109375,16.896031379699707,1.2721354961395264,18.953125,0.0,4.3359375,4.835499405860901,42.421875,20.9296875,19.333333015441895,0.0,7.9082852602005005,0.0,10.613524198532104,5.721551537513733,0.0,9.21875,32.9296875,0.0,4.877456426620483,27.010887145996094
2000-01-20,16.903409481048584,22.546875,43.8359375,16.47913932800293,1.2630207538604736,19.3671875,0.0,4.18359375,4.835499286651611,42.1015625,20.75,19.192708015441895,0.0,7.7871211767196655,0.0,10.688372611999512,5.742071270942688,0.0,8.921875,32.234375,0.0,4.988145709037781,27.66569709777832
2000-01-21,17.417479038238525,22.984375,44.265625,16.371939182281494,1.2708334922790527,20.2578125,0.0,4.1640625,4.886533737182617,42.1875,21.0859375,19.458333015441895,0.0,7.940906405448914,0.0,10.486281394958496,5.892548441886902,0.0,9.21875,32.9296875,0.0,5.138111472129822,29.747055530548096
2000-01-24,17.133387565612793,23.078125,44.578125,16.15158200263977,1.2539064884185793,20.3828125,0.0,3.96875,4.916303515434265,42.375,20.6328125,19.416666984558105,0.0,7.684597611427307,0.0,10.23928165435791,6.056705355644226,0.0,9.640625,32.6875,0.0,5.0309929847717285,28.94023609161377
2000-01-25,17.19426441192627,22.875,44.4375,16.01460361480713,1.2291667461395264,19.8046875,0.0,3.953125,4.792970776557922,42.25,20.0625,18.64062404632568,0.0,7.470230221748352,0.0,9.947372198104858,6.001986384391785,0.0,9.65625,31.7578125,0.0,4.873886346817017,27.806012630462646
2000-01-26,17.1875,23.234375,44.15625,15.907402515411377,1.2955727577209473,19.515625,0.0,3.96484375,4.761074542999268,41.8515625,20.0,18.432291984558105,0.0,7.358386754989624,0.0,9.670432329177856,5.9609469175338745,0.0,9.984375,31.7109375,0.0,5.063128590583801,29.103939533233643
2000-01-27,16.551677703857422,22.171875,42.8515625,15.514333486557007,1.2838540077209473,19.046875,0.0,3.91796875,4.765327572822571,40.921875,19.1328125,18.03645896911621,0.0,7.465570688247681,0.0,9.722826719284058,5.776270508766174,0.0,9.328125,31.3671875,0.0,5.066699028015137,29.548274040222168
2000-01-28,16.105249166488647,21.40625,41.4609375,15.270153045654297,1.2513020038604736,18.7734375,0.0,3.84765625,4.763200759887695,39.84375,18.1796875,17.69791603088379,0.0,7.349066615104675,0.0,9.565644979476929,5.714711785316467,0.0,8.8125,30.640625,0.0,5.0488457679748535,28.460822582244873
2000-01-31,15.909090518951416,24.015625,41.296875,15.329709529876709,1.2304689884185793,18.15625,0.0,3.8984375,4.750442385673523,40.3671875,18.0,17.671875,0.0,7.451589941978455,0.0,9.520735025405884,5.707872033119202,0.0,8.640625,30.34375,0.0,5.134540677070618,28.425743579864502
2000-02-01,16.11877727508545,24.140625,41.6875,15.496466398239136,1.2591145038604736,17.84375,0.0,3.97265625,4.6760172843933105,41.4140625,18.140625,17.682292938232422,0.0,7.470230221748352,0.0,9.460856676101685,5.69077205657959,0.0,8.734375,31.4609375,0.0,5.195241093635559,28.729761600494385
2000-02-02,16.490801334381104,23.828125,41.4609375,15.41904330253601,1.2747395038604736,18.046875,0.0,4.10546875,4.722798824310303,41.8984375,18.5,17.677083015441895,0.0,7.544793009757996,0.0,9.468341588973999,5.789950251579285,0.0,9.203125,31.546875,0.0,5.284506440162659,28.55436611175537
2000-02-03,16.673431396484375,23.734375,40.8359375,15.168908596038818,1.3033852577209473,18.015625,0.0,4.10546875,4.7546950578689575,41.234375,18.609375,17.473958015441895,0.0,7.484210968017578,0.0,9.348583936691284,5.755751013755798,0.0,9.15625,30.7890625,0.0,5.323782920837402,28.647911071777344
2000-02-04,16.504329681396484,23.0625,39.9296875,14.853261947631836,1.3111982345581057,18.0390625,0.0,3.97265625,4.710040211677551,40.9921875,18.4140625,17.35416603088379,0.0,7.530812740325928,0.0,9.393492698669434,5.707871794700623,0.0,8.953125,30.0390625,0.0,5.313071131706238,28.332199096679688
2000-02-07,16.247294187545776,22.703125,39.578125,15.216552972793577,1.3059897422790527,18.0625,0.0,3.94140625,4.650500178337097,40.125,18.625,17.390625,0.0,7.33042585849762,0.0,9.288704872131348,5.5847543478012085,0.0,8.71875,30.0546875,0.0,5.320212125778198,28.542673110961914
2000-02-08,16.254058837890625,22.859375,39.6796875,15.127219676971436,1.2877604961395264,17.90625,0.0,3.8984375,4.584580659866333,40.0625,18.7578125,17.28125,0.0,7.42362904548645,0.0,9.258765459060669,5.441116809844971,0.0,8.515625,30.1328125,0.0,5.270223617553711,30.401864528656006
2000-02-09,15.523539066314697,22.25,38.3828125,14.817528247833252,1.2721352577209473,17.8984375,0.0,3.83984375,4.512281894683838,38.2890625,18.015625,16.890625,0.0,7.092757940292358,0.0,9.206371307373047,5.369298696517944,0.0,8.25,29.2265625,0.0,5.213093996047974,30.76434898376465
2000-02-10,15.767045736312866,22.21875,38.0859375,14.61503791809082,1.2747395038604736,18.2578125,0.0,3.8671875,4.576075315475464,38.140625,17.6796875,16.640625,0.0,7.097417712211609,0.0,9.14649224281311,5.3727182149887085,0.0,8.171875,29.2734375,0.0,5.223806023597717,31.407465934753418
2000-02-11,15.767045497894287,23.109375,37.6484375,14.394680738449097,1.2838540077209473,18.375,0.0,3.921875,4.5611900091171265,37.40625,17.5078125,16.34375,0.0,6.971593737602234,0.0,8.989310503005981,5.280380010604858,0.0,8.1875,29.5546875,0.0,5.280935645103455,31.66471290588379
2000-02-14,15.936147212982178,23.265625,37.1328125,14.311301946640015,1.2682292461395264,18.3984375,0.0,3.91015625,4.514408349990845,37.7890625,17.578125,16.21875,0.0,6.906351685523987,0.0,8.510279893875122,5.273539900779724,0.0,7.921875,29.6171875,0.0,5.223805665969849,31.59455442428589
2000-02-15,17.02516269683838,24.84375,38.0078125,14.513792514801025,1.265625,18.84375,0.0,4.01171875,4.64199435710907,39.3828125,18.625,16.78645896911621,0.0,7.102078199386597,0.0,8.390522241592407,5.396657943725586,0.0,7.984375,31.6328125,0.0,5.25594162940979,31.89857292175293
2000-02-16,17.431006908416748,25.390625,38.9765625,14.740105628967285,1.2643227577209473,19.078125,0.0,4.05078125,4.673890709877014,39.71875,19.5625,17.010416984558105,0.0,7.241882801055908,0.0,8.615067720413208,5.365878582000732,0.0,7.859375,32.90625,0.0,5.488031387329102,33.40697193145752
2000-02-17,17.248377323150635,24.9375,38.828125,15.02597427368164,1.2486979961395264,19.359375,0.0,4.01953125,4.769580245018005,39.1484375,19.1953125,17.1875,0.0,7.269843816757202,0.0,8.555188417434692,5.345358371734619,0.0,7.734375,33.1015625,0.0,5.541590452194214,32.84570789337158
2000-02-18,16.565205574035645,24.90625,38.40625,15.037884950637817,1.2226560115814207,19.1640625,0.0,3.98828125,4.799350142478943,38.0859375,18.703125,17.13541603088379,0.0,6.994894504547119,0.0,8.338128089904785,5.283799886703491,0.0,7.296875,33.4140625,0.0,5.509454965591431,31.734870433807373
2000-02-22,16.05113697052002,24.484375,37.6484375,14.805617094039917,1.1992185115814207,19.03125,0.0,3.8828125,4.718545913696289,37.890625,18.015625,17.026041984558105,0.0,6.934312462806702,0.0,8.278249263763428,5.157262086868286,0.0,7.328125,32.7734375,0.0,5.530878782272339,31.068367958068848
2000-02-23,15.63852834701538,24.171875,37.015625,14.549525737762451,1.1848957538604736,18.6328125,0.0,3.78515625,4.656879544258118,37.2109375,17.4453125,16.864583015441895,0.0,6.584800839424133,0.0,8.136037468910217,5.099123597145081,0.0,7.609375,32.234375,0.0,5.4951722621917725,31.13852596282959
2000-02-24,14.901244878768921,24.53125,36.2109375,14.019477605819702,1.1966145038604736,18.2421875,0.0,3.6015625,4.686649441719055,36.3046875,17.609375,16.645833015441895,0.0,6.458976745605469,0.0,7.971370220184326,4.969165921211243,0.0,7.625,33.25,0.0,5.495172500610352,30.086153030395508
2000-02-25,14.319534540176392,24.390625,35.71875,13.99565577507019,1.2135417461395264,18.1796875,0.0,3.4921875,4.644120931625366,36.0,17.265625,16.421875,0.0,6.4077149629592896,0.0,7.709400415420532,4.852888226509094,0.0,7.609375,33.921875,0.0,5.548731803894043,29.50150156021118
2000-02-28,14.495400667190552,24.625,36.4296875,14.156456708908081,1.22265625,18.0078125,0.0,3.53515625,4.637741446495056,36.2109375,17.203125,16.447916984558105,0.0,6.351792931556702,0.0,7.634552001953125,4.8460482358932495,0.0,7.46875,34.078125,0.0,5.548731684684753,30.261548995971683
2000-02-29,15.280032634735107,25.890625,37.265625,14.2041015625,1.2786457538604736,18.4375,0.0,3.67578125,5.0396363735198975,37.171875,18.390625,16.8125,0.0,6.417034983634949,0.0,7.671976208686829,4.914446711540222,0.0,7.953125,36.068359375,0.0,5.720120906829834,30.998209953308105
2000-03-01,15.54383134841919,26.375,37.2578125,14.543570518493652,1.3359375,19.078125,0.0,3.8828125,5.050268769264221,37.609375,19.734375,17.239583015441895,0.0,6.5568400621414185,0.0,7.7318549156188965,4.999945402145386,0.0,8.375,38.75,0.0,6.01648211479187,32.541688442230225
