,AES,LNT,AEE,AEP,AWK,ATO,CNP,CMS,ED,CEG,D,DTE,DUK,EIX,ETR,EVRG,ES,EXC,FE,NEE,NI,NRG,PCG,PNW,PPL,PEG,SRE,SO,WEC,XEL
2002-11-08,1.9749999642372131,7.901249885559082,39.882500648498535,25.867499828338623,0.0,21.799999713897705,7.0299999713897705,8.137500047683716,41.52499961853027,0.0,24.016250133514404,37.84680938720703,35.314900398254395,10.637500047683716,43.397499084472656,9.395000219345093,14.629999876022339,18.163338661193848,32.26500082015991,7.1250001192092896,7.1011786460876465,0.0,11.549999952316284,29.082499504089355,15.930432796478271,13.978749990463257,21.862500190734863,27.934999465942383,11.415000200271606,10.487499713897705
2002-11-11,1.7799999713897705,7.6237499713897705,39.62750053405762,25.19000005722046,0.0,21.822500228881836,6.414999842643738,7.990000009536743,40.61250019073486,0.0,23.923749923706055,37.33191394805908,32.39923095703125,10.492499828338623,43.02000045776367,9.295000076293945,14.0625,17.835235118865967,31.667499542236328,7.0078125,7.090373158454895,0.0,11.27750015258789,27.329999923706055,15.860577583312988,13.62625002861023,21.65500020980835,27.3774995803833,11.300000190734863,10.315000057220459
2002-11-12,1.5999999940395355,7.458750009536743,39.6899995803833,25.572500228881836,0.0,21.552499771118164,6.564999938011169,7.990000128746033,40.27250003814697,0.0,23.768750190734863,37.270212173461914,32.75660705566406,10.429999828338623,43.3125,9.272500038146973,13.802500009536743,17.703280925750732,30.96750020980835,6.958124995231628,7.098231673240662,0.0,11.457499980926514,26.825000286102295,15.838456869125366,13.277499914169312,21.517499923706055,26.387499809265137,11.162499904632568,9.519999742507935
2002-11-13,1.550000011920929,7.3450000286102295,39.6225004196167,25.75250005722046,0.0,21.492499351501465,6.505000114440918,8.075000047683716,39.920000076293945,0.0,23.35249948501587,37.19148826599121,32.34693145751953,10.647499799728394,42.91750144958496,9.087499856948853,13.839999914169312,17.556169986724854,30.71500015258789,6.89718759059906,7.124754548072815,0.0,11.509999990463257,26.799999713897705,15.5671865940094,13.456249952316284,21.045000076293945,25.429999828338623,11.076250076293945,9.114999771118164
2002-11-14,1.5724999904632568,7.348750114440918,40.05000019073486,26.90499973297119,0.0,21.707499504089355,6.735000133514404,8.325000047683716,40.72000026702881,0.0,23.863749980926514,37.8489351272583,32.438453674316406,10.930000305175781,43.20000076293945,9.229999780654907,14.167500019073486,17.786198616027832,31.25749969482422,6.942812442779541,7.299607038497925,0.0,11.72249984741211,27.727499961853027,15.649848461151123,13.973749876022339,21.464999198913574,25.830000400543213,11.233750104904175,9.227499961853027
2002-11-15,1.4724999964237213,7.273750066757202,40.00749969482422,27.27999973297119,0.0,21.984999656677246,6.892500162124634,8.492499828338623,41.045000076293945,0.0,24.380000114440918,38.21702194213867,32.355648040771484,11.352500200271606,43.32749938964844,9.442499876022339,14.367500066757202,17.874464988708496,31.09749984741211,7.0375001430511475,7.340864658355713,0.0,12.224999904632568,27.90999984741211,15.385563850402832,14.25,22.10249948501587,26.082499980926514,11.328750133514404,9.37749981880188
2002-11-18,1.530000001192093,7.333749890327454,40.5550012588501,27.534999847412113,0.0,22.02250051498413,7.082499861717224,8.917500257492065,41.28000068664551,0.0,24.547499656677246,38.136170387268066,32.88299560546875,11.264999866485596,43.8125,9.547500133514404,14.329999923706055,17.97253942489624,31.90000057220459,7.139062523841858,7.300589323043823,0.0,12.225000143051147,28.84500026702881,15.541573286056519,14.356250047683716,22.152499675750736,26.347500324249268,11.355000019073486,9.499999761581421
2002-11-19,1.4049999713897705,7.25124990940094,40.1899995803833,26.93499994277954,0.0,21.744999885559082,7.010000109672546,9.02999997138977,40.64500045776367,0.0,24.763750076293945,37.62765884399414,32.660725593566895,11.337500095367432,43.959999084472656,9.452499866485596,14.254999876022339,17.80759620666504,31.31749963760376,7.1368749141693115,7.227897763252258,0.0,12.267499923706055,28.880000114440918,15.41466999053955,14.18625020980835,21.987499713897705,26.202499866485596,11.306249856948853,9.402499914169312
2002-11-20,1.3699999749660492,7.242499947547913,40.16499996185303,26.615000247955322,0.0,22.017499446868896,7.067499995231628,9.174999952316284,40.492499351501465,0.0,24.804999828338623,37.576595306396484,32.56920337677002,11.587500095367432,43.42500019073486,9.269999980926514,14.367500066757202,17.738944053649902,31.6225004196167,7.237187623977661,7.298624515533447,0.0,12.495000123977661,28.894999980926514,15.58465051651001,14.311249732971191,22.112500190734863,26.010000228881836,11.328750133514404,10.207499980926514
2002-11-21,1.5125000178813934,7.424999952316284,40.47999954223633,26.90250015258789,0.0,22.19999933242798,7.1625001430511475,9.462499856948853,40.2549991607666,0.0,25.031249523162842,37.512765884399414,32.965803146362305,11.414999723434448,42.91499996185303,9.122499704360962,14.519999742507935,17.644436836242676,31.66499948501587,7.3581249713897705,7.374263167381287,0.0,13.112500190734863,29.445000171661377,15.773258924484253,14.43624997138977,22.440000534057617,25.892500400543213,11.256249904632568,10.595000267028809
2002-11-22,1.7049999833106995,7.653750061988831,40.84000015258789,27.83500051498413,0.0,22.552499771118164,7.367499947547913,9.964999914169312,40.364999771118164,0.0,25.491250038146973,38.03829765319824,34.146888732910156,11.684999942779541,43.46249961853027,9.414999961853027,14.554999828338623,17.716654777526855,32.10749959945679,7.409687519073486,7.470530271530151,0.0,13.515000104904175,30.262500286102295,15.919954776763916,14.52750015258789,22.920000553131104,26.1850004196167,11.28499984741211,10.697499990463257
2002-11-25,2.0650000274181366,8.127500057220459,41.08250045776367,29.34749984741211,0.0,22.925000190734863,7.512500047683716,10.327499866485596,40.38499927520752,0.0,25.84250020980835,38.71914863586426,35.11006259918213,11.587499856948853,44.12750053405762,10.90750002861023,14.747499942779541,17.92885112762451,32.522499084472656,7.462812542915344,7.590373277664185,0.0,13.6875,30.982500076293945,15.981659889221191,14.663750171661377,23.0,26.75,11.493750095367432,10.792500019073486
2002-11-26,2.447499990463257,8.263750076293945,41.170000076293945,29.127500534057617,0.0,22.577499389648438,7.577500104904175,10.177500009536743,40.03750038146973,0.0,25.419999599456787,38.43616962432861,34.71346187591553,11.317499876022339,43.739999771118164,10.960000276565552,14.597500085830688,17.882489681243896,31.92000102996826,7.313437461853027,7.543221712112427,0.0,13.639999866485596,31.107500076293945,15.703403949737549,14.56124997138977,22.957499980926514,26.499999523162842,11.521249771118164,10.772500038146973
2002-11-27,2.245000064373017,8.272499799728394,41.25250053405762,28.50749969482422,0.0,22.53000020980835,7.6000001430511475,10.015000104904175,40.1175012588501,0.0,25.15000009536743,38.07872295379639,34.547847747802734,11.117499828338623,43.49499988555908,11.21750020980835,14.585000276565552,18.04654026031494,31.570000171661377,7.327187538146973,7.567779779434204,0.0,13.484999895095825,31.762499809265137,15.590471744537354,14.668749809265137,22.984999656677246,26.13749933242798,11.493750095367432,10.625
2002-11-29,2.2274999618530273,8.177500009536743,41.34000015258789,28.46500015258789,0.0,22.609999656677246,7.590000033378601,9.994999885559082,39.734999656677246,0.0,25.34124994277954,37.81276607513428,34.46068286895752,11.09000015258789,43.73500061035156,11.514999866485596,14.507499694824219,17.975213527679443,31.522499561309814,7.327187418937683,7.621807336807251,0.0,13.612500190734863,32.0649995803833,15.510138511657715,14.858749866485596,23.12999963760376,26.057499885559082,11.53125,10.709999799728394
2002-12-02,2.3575000166893005,8.057500004768372,41.13000011444092,28.227499961853027,0.0,22.59000015258789,7.5975000858306885,9.807499885559082,39.375,0.0,25.406250476837158,37.597872734069824,33.937692642211914,11.065000057220459,44.12249946594238,11.807499885559082,14.372499942779541,17.96094846725464,31.762500762939453,7.269062399864197,7.628683805465698,0.0,13.634999990463255,32.2549991607666,15.356457471847534,14.816250085830688,23.597500324249268,25.987500190734863,11.546250104904175,10.527499914169312
2002-12-03,2.6450000405311584,7.737499952316284,41.67250061035156,28.22249984741211,0.0,22.862499713897705,7.4725000858306885,9.579999923706055,39.70000076293945,0.0,25.08625030517578,37.6680850982666,35.323615074157715,10.944999933242798,44.260000228881836,11.947499990463257,14.192500352859497,18.069721698760986,31.419999599456787,7.292812466621399,7.539292693138123,0.0,13.224999904632568,31.34749984741211,15.220240116119385,14.846250057220459,23.457499980926514,26.072500228881836,11.625,10.350000143051147
2002-12-04,2.807499945163727,7.647499918937683,41.364999771118164,27.90000009536743,0.0,23.02999973297119,7.134999990463257,9.204999923706055,40.142499923706055,0.0,25.543750286102295,37.77659606933594,35.19286823272705,10.917499780654907,44.427499771118164,11.805000066757202,14.147500038146973,18.057239532470703,30.352499961853027,7.298750042915344,7.449901461601257,0.0,12.767499923706055,30.40000009536743,15.167849063873291,14.788749933242798,23.114999771118164,26.670000076293945,11.668750286102295,10.200000047683716
2002-12-05,2.9225000143051147,7.576249957084656,40.9975004196167,27.545000076293945,0.0,22.990000247955322,7.009999990463257,9.042500019073486,39.86500072479248,0.0,25.15374994277954,37.497873306274414,33.9028263092041,10.677499771118164,43.97499942779541,11.59500002861023,14.085000038146973,17.837909698486328,30.249999523162842,7.217187523841858,7.369351744651794,0.0,12.849999904632568,30.13249969482422,14.87795090675354,14.372499942779541,22.797500133514404,26.50749969482422,11.902499914169312,10.124999761581421
2002-12-06,2.6449999809265137,7.532500147819519,40.65749931335449,26.78749942779541,0.0,22.730000019073486,6.892500042915344,8.825000047683716,39.77499961853027,0.0,25.0024995803833,36.80851078033447,33.74592876434326,10.485000133514404,43.28250026702881,11.574999809265137,13.950000286102295,17.86198329925537,30.737499713897705,7.159062385559082,7.36640477180481,0.0,12.730000257492067,30.177499771118164,14.753376007080078,14.18875002861023,22.634999752044678,26.367499828338623,11.962500095367432,10.137500047683716
2002-12-09,2.5674999952316284,7.519999861717224,40.344999313354485,26.749999523162842,0.0,22.714999675750732,6.835000038146973,8.695000171661377,40.375,0.0,25.161250114440918,37.261701583862305,33.80258750915527,10.292500019073486,43.64750099182129,11.270000219345093,13.947500228881836,18.286375999450684,31.12249994277954,7.270937442779541,7.437131881713867,0.0,12.837499856948853,30.519999980926514,15.080530166625977,14.416249990463257,22.97249984741211,27.097500324249268,11.951250076293945,10.107500076293945
2002-12-10,2.8700000047683716,7.508749961853027,40.36250114440918,26.644999504089355,0.0,22.744999885559082,7.017499923706055,8.672500133514404,40.70000076293945,0.0,25.437500476837158,37.68297863006592,33.64569091796875,11.00499963760376,44.11750030517578,11.327499866485596,14.09000015258789,18.453102588653564,31.487500190734863,7.37375009059906,7.450883626937866,0.0,12.96750020980835,30.38249969482422,15.136414289474487,14.452500104904175,23.06500005722046,27.19249963760376,11.987499952316284,10.177500247955322
2002-12-11,3.0,7.477499961853027,40.59000110626221,26.414999961853027,0.0,22.837499618530273,7.299999952316284,8.757499933242798,41.160000801086426,0.0,25.981250286102295,37.838297843933105,33.35368824005127,10.922500133514404,44.5600004196167,11.327499866485596,14.067499876022339,18.453102588653564,31.8125,7.369374990463257,7.492141366004944,0.0,13.182500123977661,30.799999713897705,15.315708875656128,14.573750019073486,23.09249973297119,27.519999980926514,12.073750019073486,10.207499742507935
2002-12-12,3.0575000047683716,7.52875018119812,41.05250072479248,25.744999885559082,0.0,22.90000009536743,7.46750009059906,8.882499933242798,41.607500076293945,0.0,26.328750133514404,38.10212802886963,33.562883377075195,11.18999981880188,44.802499771118164,11.357499837875366,14.117500066757202,18.63587760925293,31.834999084472656,7.392500042915344,7.535363554954529,0.0,13.474999904632568,31.179999351501465,15.646355867385862,14.887500047683716,23.59000015258789,27.702500343322754,12.12625002861023,10.285000085830688
2002-12-13,3.4424999952316284,7.598749995231628,41.65999984741211,25.65999984741211,0.0,22.950000762939453,7.4049999713897705,8.944999933242798,42.079999923706055,0.0,26.72624969482422,38.40638256072998,33.68491458892822,11.224999904632568,44.76499938964844,11.245000123977663,14.359999895095825,18.68669748306274,31.947499752044678,7.4674999713897705,7.558939099311829,0.0,13.537499904632568,31.52999973297119,15.731345891952515,15.06374979019165,23.860000133514404,27.832499980926514,12.051249980926514,10.322499990463257
2002-12-16,3.4375000596046448,7.713750004768372,41.429999351501465,26.46250009536743,0.0,23.240000247955322,7.809999942779541,8.912500143051147,42.415000915527344,0.0,26.889999866485596,39.031914710998535,33.74592876434326,11.197499752044678,45.1200008392334,11.52999997138977,14.549999952316284,18.71166229248047,32.154998779296875,7.478749990463257,7.710216164588928,0.0,13.522500038146973,31.549999237060547,15.951388835906982,15.31499981880188,24.02750062942505,27.827499866485596,12.082500219345093,10.680000066757202
2002-12-17,3.497499942779541,7.680000185966492,41.375,27.300000190734863,0.0,23.59000015258789,8.004999876022339,8.927500009536743,42.72749900817871,0.0,26.973750114440918,39.39574432373047,34.560922622680664,11.732500076293945,45.46500015258789,11.497499942779541,14.662500143051147,18.70363759994507,32.792500495910645,7.500937581062317,7.8359527587890625,0.0,13.882499933242798,31.937499523162842,16.016587495803833,15.589999914169312,24.392500400543213,27.972500324249268,12.12624979019165,11.022500038146973
2002-12-18,3.537499964237213,7.726250052452087,41.367499351501465,27.320000171661377,0.0,23.624999523162842,8.00249993801117,8.797499895095825,42.984999656677246,0.0,26.97499990463257,39.431915283203125,34.5391321182251,11.742500066757202,45.5649995803833,11.337499856948853,14.682499885559082,18.568117141723633,32.8100004196167,7.486562490463257,7.917485237121582,0.0,13.90750002861023,32.86500072479248,16.004945039749146,15.766250133514404,24.164999961853027,28.152499675750732,12.149999856948853,10.800000190734863
2002-12-19,3.442500054836273,7.662500023841858,41.43000030517578,27.21500015258789,0.0,23.625,8.027500033378601,8.697499752044678,42.89750003814697,0.0,26.957499980926514,39.05744743347168,34.1207389831543,11.525000095367432,45.48750019073486,11.312500238418579,14.730000019073486,18.408523082733154,32.69499969482422,7.443750023841858,7.826129674911499,0.0,13.830000162124634,33.20499897003174,15.945568084716797,15.72000002861023,23.524999618530273,28.3774995803833,12.198750257492065,10.74500036239624
2002-12-20,3.147499978542328,7.788749933242798,41.77250003814697,27.675000190734863,0.0,23.442500114440918,8.184999942779541,8.664999961853027,43.207499504089355,0.0,27.480000019073486,39.47872352600098,34.839850425720215,12.06499981880188,45.96500015258789,11.240000009536743,14.954999923706055,18.55474328994751,32.89750003814697,7.458124995231628,7.91257381439209,0.0,13.6875,33.55000019073486,16.224987983703613,15.997499942779541,23.035000324249268,28.880000114440918,12.222500085830688,10.862500190734863
2002-12-23,2.869999945163727,7.871250033378601,41.297499656677246,27.40000009536743,0.0,23.31500005722046,8.434999942779541,8.884999990463257,42.9424991607666,0.0,27.49749994277954,39.26170063018799,34.155606269836426,11.927500009536743,46.03499984741211,11.230000019073486,14.90250015258789,18.683130741119385,33.052499771118164,7.491875052452087,7.917484879493713,0.0,13.68500018119812,33.71750068664551,16.290185928344727,15.987500190734863,23.047500133514404,28.592500686645508,12.293750047683716,10.862499952316284
2002-12-24,2.8799999952316284,8.049999952316284,40.97749996185303,27.192500114440918,0.0,23.520000457763672,8.587500095367432,8.865000009536743,42.857500076293945,0.0,27.28749990463257,38.929786682128906,34.39530849456787,11.712500095367432,45.89999961853027,11.232499837875366,14.947499990463257,18.692938804626465,33.214999198913574,7.462812423706055,7.848723292350769,0.0,13.507499694824219,33.47999954223633,16.256422519683838,15.951250076293945,22.874999523162842,28.727499961853027,12.322499990463257,10.857500076293945
2002-12-26,2.997500002384186,8.131250143051147,41.27750015258789,27.749999523162842,0.0,23.584999561309814,8.499999761581421,8.954999923706055,42.9375,0.0,27.56125020980835,39.14680862426758,34.430174827575684,11.995000123977661,45.9399995803833,11.072500228881836,15.127500057220459,18.781205654144287,33.1825008392334,7.4909374713897705,7.904715180397034,0.0,13.65750002861023,33.84250068664551,16.34257698059082,15.977500200271606,23.149999618530273,28.855000019073486,12.43875002861023,10.955000162124634
2002-12-27,2.8199999928474426,8.211250066757202,41.42250061035156,27.637500286102295,0.0,23.320000171661377,8.487500190734863,9.022500038146973,42.682498931884766,0.0,27.206249713897705,38.87446880340576,33.92897701263428,11.879999876022339,45.78499984741211,10.75,15.174999952316284,18.686697483062744,33.057498931884766,7.450312495231628,7.874263286590576,0.0,13.617500066757202,33.71000003814697,16.22265934944153,15.825000047683716,23.247499465942383,28.6899995803833,12.496249914169312,10.934999942779541
2002-12-30,2.9449999928474426,8.307500123977661,41.65500068664551,27.40000057220459,0.0,23.21500015258789,8.502500057220459,9.03000020980835,42.779998779296875,0.0,27.418749809265137,39.12978744506836,33.50186729431152,11.692500114440918,45.90750026702881,10.372499942779541,15.21749997138977,18.75445795059204,32.920000076293945,7.488437533378601,7.812376856803894,0.0,13.582499980926514,34.000000953674316,16.160954475402832,15.955000162124634,23.27500009536743,28.4399995803833,12.541249990463257,10.930000066757204
2002-12-31,2.9424999952316284,8.276250123977661,41.7450008392334,27.204999923706055,0.0,23.389999866485596,8.482500076293945,9.302500009536745,42.767499923706055,0.0,27.427500247955322,39.438297271728516,33.793869972229004,11.727499961853027,45.80749988555908,9.934999942779541,15.170000076293945,18.802603721618652,32.89750003814697,7.5221874713897705,7.794695138931274,0.0,13.764999866485596,34.09250068664551,16.19355297088623,16.00749969482422,23.562499523162845,28.387499809265137,12.591249942779541,10.752500057220459
2003-01-02,3.097499966621399,8.410000085830688,41.95249938964844,27.8125,0.0,23.514999866485596,8.49750018119812,9.585000038146973,43.079999923706055,0.0,27.610000133514404,39.734042167663574,34.44324970245361,12.285000085830688,46.25250053405762,9.987500190734863,15.304999828338623,19.042439460754395,32.957499504089355,7.587500095367432,7.959725022315979,0.0,14.304999828338623,34.547499656677246,16.325113773345947,16.30875015258789,24.020000457763672,28.760000228881836,12.713749885559082,11.140000343322756
2003-01-03,3.3475000262260437,8.576249837875366,42.545000076293945,28.445000171661377,0.0,23.494999885559082,8.575000047683716,9.977499961853027,43.552499771118164,0.0,27.915000438690186,40.02340507507324,35.09698677062988,12.572499990463257,46.73750019073486,9.97000002861023,15.544999837875366,19.238586902618408,33.15000057220459,7.666562438011169,7.9990174770355225,0.0,14.492500066757202,35.142499923706055,16.625490188598633,16.692500114440918,24.639999389648438,29.077500343322754,12.791249990463257,11.444999933242798
2003-01-06,3.4325000047683716,8.93624997138977,43.8824987411499,29.794999599456787,0.0,23.884999752044678,8.512500047683716,10.477499961853027,44.96500110626221,0.0,28.669999599456787,41.363829612731934,36.073235511779785,12.630000114440918,47.602500915527344,10.177500247955322,15.934999942779541,19.469508171081543,34.257500648498535,7.786562561988831,8.286836862564087,0.0,14.732500076293945,36.20250129699707,17.29726266860962,17.541249752044678,25.37999963760376,29.992499828338623,13.106250047683716,11.955000162124634
2003-01-07,3.4074999690055847,8.90250015258789,43.88750076293945,30.02999973297119,0.0,23.927499771118164,8.077500104904175,10.307499885559082,45.1875,0.0,28.83625030517578,41.365957260131836,36.356520652770996,12.767499923706055,47.702500343322754,10.12500023841858,15.777499914169312,19.354493618011475,34.357500076293945,7.751562476158142,8.14538288116455,0.0,14.842499732971191,36.232500076293945,17.412522792816162,17.857499599456787,25.179999828338623,29.989999771118164,13.113749742507935,12.0
2003-01-08,3.3674999475479126,8.738749980926514,43.170000076293945,29.985000133514404,0.0,23.630000114440918,8.1225004196167,9.93500018119812,44.48249912261963,0.0,28.31500005722046,40.757447242736816,36.626731872558594,13.112500190734863,47.76750087738037,9.880000114440918,15.547499895095825,19.10485076904297,33.812500953674316,7.595312476158142,8.12278962135315,0.0,14.929999828338623,35.83749961853027,17.201794147491455,18.06999969482422,25.28250026702881,29.62750005722046,13.02999997138977,12.15250015258789
2003-01-09,3.412499964237213,8.768750190734863,42.547499656677246,30.037500381469727,0.0,23.702499866485596,8.187499761581421,10.184999942779541,44.26249980926514,0.0,28.272500038146973,40.257447242736816,37.21073818206787,12.954999923706055,47.842498779296875,9.964999914169312,15.354999780654907,19.18152666091919,33.69000053405762,7.587812304496765,8.204322099685669,0.0,15.142499923706055,35.827500343322754,17.416015625,18.022500038146973,25.22499990463257,29.55500030517578,13.0,12.394999980926514
2003-01-10,3.4049999713897705,8.742499828338623,42.09249973297119,28.644999980926514,0.0,23.447499752044678,8.287499904632568,10.272499799728394,43.78999996185303,0.0,28.177500247955322,39.280850410461426,36.83592891693115,12.987499952316284,47.60249996185303,10.567500114440918,15.312500238418579,19.10395908355713,33.47500038146973,7.559374928474426,8.202357769012451,0.0,15.204999923706055,35.70000076293945,17.604624271392822,17.928750038146973,25.0600004196167,29.449999809265137,12.867500066757202,12.205000162124634
2003-01-13,3.4174999594688416,8.853749990463257,41.56500053405762,27.259999752044678,0.0,23.46500015258789,8.287499904632568,10.192499876022339,43.160000801086426,0.0,28.005000114440918,39.03617000579834,32.10286903381348,12.987500190734863,47.59499931335449,10.53499984741211,15.124999761581421,19.153887271881104,33.364999771118164,7.48312509059906,8.211198329925537,0.0,15.045000076293945,35.38749980926514,17.30075454711914,17.96375036239624,24.65750026702881,29.34250020980835,12.832500219345093,12.227500200271606
2003-01-14,3.587500035762787,8.585000038146973,40.80749988555908,27.042500019073486,0.0,23.382500171661377,8.307500123977661,10.047500133514404,42.09250068664551,0.0,28.108749866485596,39.18723392486572,30.987157344818115,13.019999980926514,47.99250030517578,10.427499771118164,14.892499923706055,19.4498929977417,33.52000045776367,7.465625047683716,8.18074631690979,0.0,15.067499876022339,35.41250038146973,17.25069236755371,18.05750036239624,24.542500019073486,29.100000381469727,12.74874997138977,12.210000038146973
2003-01-15,3.7575000524520874,8.581249952316284,41.22499942779541,27.292500019073486,0.0,22.780000209808346,8.165000200271606,9.975000143051147,41.34249973297119,0.0,28.043749809265137,39.468085289001465,31.531938552856445,13.025000095367432,47.97000026702881,10.599999904632568,14.740000009536743,19.475748538970947,33.415000915527344,7.4518749713897705,8.094302415847778,0.0,15.12749981880188,35.01499938964844,17.28562021255493,18.128750324249268,24.63250064849853,29.110000610351562,12.668750047683716,12.207500219345093
2003-01-16,3.9850000143051147,8.616249799728394,41.36249923706055,27.289999961853027,0.0,22.609999656677246,8.245000123977661,9.987499952316284,41.40499973297119,0.0,27.875,39.05531883239746,31.610387325286865,12.960000038146973,48.154998779296875,10.84499979019165,14.577499866485596,19.473074436187744,33.05500030517578,7.3828123807907104,8.1277015209198,0.0,15.144999980926514,35.07499980926514,17.319383144378662,18.16249990463257,24.789999961853027,29.0,12.668750047683716,12.164999961853027
2003-01-17,3.962499976158142,8.458750009536743,41.160000801086426,26.875,0.0,22.577499389648438,8.125,9.56499981880188,41.5,0.0,27.47374963760376,38.70212745666504,31.20507001876831,12.852499961853027,47.7524995803833,11.065000057220459,14.34249997138977,19.22610569000244,32.27250003814697,7.297187566757202,8.190569877624512,0.0,14.772500038146973,34.47499942779541,17.09235429763794,18.082499980926514,24.49749994277954,28.482500076293945,12.549999952316284,12.099999904632568
2003-01-21,3.9375,8.398750066757202,41.05500030517578,26.66249942779541,0.0,22.329999923706055,8.012499928474426,9.275000095367432,41.40750026702881,0.0,27.213749408721924,38.4978723526001,30.90435075759888,12.879999876022339,46.97999954223633,11.447499990463257,14.1875,18.963980197906494,31.675000190734863,7.2734375,8.067780137062073,0.0,14.90499997138977,33.93249988555908,16.880460739135742,18.02500009536743,24.464999675750732,28.659999370574955,12.493749856948853,12.41000008583069
2003-01-22,3.709999978542328,8.243750095367432,40.619998931884766,26.729999542236328,0.0,22.0600004196167,7.770000100135803,8.579999923706055,40.83500003814697,0.0,26.68875026702881,38.10000038146973,30.28112030029297,12.662499904632568,46.09249973297119,11.21749997138977,13.917500019073486,18.578816413879395,31.112500190734863,7.224374890327454,7.892927289009094,0.0,14.53499960899353,33.22749996185303,16.40661096572876,17.94624948501587,24.342500209808353,28.51999950408936,12.320000171661377,12.067500114440918
2003-01-23,3.6800000071525574,8.302499771118164,40.71999931335449,26.78249979019165,0.0,22.08500051498413,7.602499961853027,8.53249979019165,41.15250110626221,0.0,27.02375030517578,38.410637855529785,30.337778091430664,12.587500095367432,46.27750015258789,11.514999866485596,14.007499933242798,18.68045663833618,31.567500114440918,7.280937552452087,7.893909454345703,0.0,14.467499732971191,33.767499923706055,16.847862243652344,17.91124963760376,24.544999599456787,28.797500133514404,12.441250085830688,11.867499828338623
2003-01-24,3.5300000309944153,8.303750038146973,40.2549991607666,25.962499618530277,0.0,21.99000072479248,7.394999980926514,6.367500066757202,40.619998931884766,0.0,26.921249866485596,37.93191337585449,30.01090908050537,12.274999856948853,45.765000343322754,11.424999952316286,13.767499923706055,18.337196350097656,31.432499885559082,7.222187399864197,7.762278914451599,0.0,14.162499904632568,33.012500286102295,16.739586353302002,17.66499948501587,24.114999771118164,28.587499618530273,12.326249837875366,11.679999828338623
2003-01-27,3.20250004529953,8.193750143051147,39.517499923706055,23.952500343322754,0.0,21.699999809265137,7.087499976158142,5.802500009536743,39.59999942779541,0.0,26.28125,36.495744705200195,29.405112266540527,11.912499904632568,44.46249961853027,11.182499885559082,13.457499980926514,17.796897411346436,30.920000076293945,7.198125123977661,7.482318162918091,0.0,13.72000002861023,31.542499542236328,16.33559226989746,17.207499980926514,23.450000286102295,28.105000019073486,12.152499914169312,11.367499828338623
2003-01-28,3.3850000500679016,8.211250066757202,39.5649995803833,24.109999656677246,0.0,21.695000171661377,7.002500057220459,5.712500095367432,39.72249984741211,0.0,26.793750286102295,36.48936080932617,29.9978346824646,11.902499914169312,44.73750019073486,11.065000057220459,13.769999980926514,17.879815101623535,30.867499828338623,7.246250033378601,7.556974530220032,0.0,13.757499933242798,31.394999504089355,16.28436517715454,17.69374990463257,23.65000009536743,28.552499294281006,12.103749990463257,11.387500047683716
2003-01-29,3.494999945163727,8.046249985694885,39.595001220703125,23.999999523162842,0.0,21.83500051498413,6.947499990463257,5.632499814033508,39.84749984741211,0.0,26.950000286102295,36.4978723526001,29.684041023254395,11.957499980926514,44.89500045776367,10.997499942779541,14.054999828338623,18.13213300704956,31.105000495910645,7.306249976158142,7.121807336807251,0.0,13.539999961853027,31.34749984741211,16.226151943206787,17.710000038146973,23.477500438690186,28.864999771118164,12.087500095367432,11.28000020980835
2003-01-30,3.6100000143051147,8.088750123977661,39.6225004196167,23.639999866485596,0.0,22.047499656677246,6.925000071525574,5.639999985694885,39.802499771118164,0.0,26.866250038146973,36.17872428894043,29.710190296173096,11.87749981880188,44.82500076293945,10.912499904632568,14.102499961853027,18.260520458221436,31.157499313354492,7.280312538146973,7.096267104148865,0.0,13.485000133514404,30.89750051498413,16.15047574043274,17.699999809265137,23.602500438690186,28.347500324249268,12.073750019073486,11.129999876022339
2003-01-31,3.5075000524520874,8.056249976158142,39.39750099182129,23.412500381469727,0.0,22.21749973297119,6.942499995231628,5.607500076293945,39.864999771118164,0.0,26.949999809265137,35.7425537109375,29.601233959197998,11.927499771118164,44.42500019073486,11.057499647140503,14.164999961853027,18.12410831451416,31.037500381469727,7.270312428474426,7.020628571510315,0.0,13.525000095367432,30.90499973297119,16.128355264663696,17.576249599456787,23.885000228881836,28.15500020980835,12.09249997138977,11.02999997138977
2003-02-03,3.4375,8.116250038146973,39.61250019073486,23.702500343322754,0.0,22.294999599456787,7.227500081062317,5.567499995231628,39.99250030517578,0.0,27.30625009536743,35.99148941040039,29.91502809524536,12.302499771118164,45.44749927520752,11.062499761581421,14.384999752044678,18.30064105987549,31.202499866485596,7.310312509536743,7.050098419189453,0.0,13.867499828338623,31.484999656677246,16.297171115875244,17.678749561309814,24.59000015258789,28.62249994277954,12.200000047683716,11.09249997138977
2003-02-04,3.287499964237213,8.118749856948853,39.49000072479248,23.259999752044678,0.0,22.195000171661377,7.144999861717224,5.139999985694885,39.96249961853027,0.0,27.391250133514404,35.77234077453613,29.697115421295166,12.205000162124634,46.15500068664551,10.765000104904175,14.28249979019165,18.141048431396484,31.089999675750732,7.235312581062317,7.041257381439209,0.0,13.612500190734863,30.71999979019165,16.304157257080078,17.37625026702881,24.239999771118164,28.565000534057617,12.274999856948853,10.960000038146973
